city,district,neighborhood,room,living_room,area,age,floor,price
afyonkarahisar,merkez,hasan_karaagac,1,1,48,2,-1,8500
afyonkarahisar,merkez,yenice,3,1,130,10,5,15000
afyonkarahisar,merkez,erenler,1,1,70,5,3,5000
afyonkarahisar,merkez,ali_ihsan_pasa,2,1,120,20,5,7000
afyonkarahisar,merkez,fatih,3,1,130,1,2,15000
afyonkarahisar,merkez,ali_ihsan_pasa,3,1,125,20,5,8000
afyonkarahisar,merkez,erkmen_fevzi_cakmak,3,1,125,17,5,11000
afyonkarahisar,merkez,istiklal,3,1,120,20,1,9000
afyonkarahisar,merkez,ali_ihsan_pasa,3,1,130,15,1,9000
afyonkarahisar,merkez,kanlica,1,1,80,30,0,3000
afyonkarahisar,merkez,esentepe,3,1,135,28,2,10000
afyonkarahisar,merkez,maresal_fevzi_cakmak,2,1,95,17,4,6500
afyonkarahisar,merkez,sahipata,3,1,150,25,1,8000
afyonkarahisar,merkez,osman_gazi,2,1,95,17,0,6000
afyonkarahisar,merkez,erenler,2,1,95,15,2,6000
afyonkarahisar,cay,asagi,2,1,100,30,5,5500
afyonkarahisar,merkez,esentepe,2,1,105,16,3,8500
afyonkarahisar,cay,aktas,2,1,100,21,2,5000
afyonkarahisar,merkez,kanlica,3,1,120,18,2,8500
afyonkarahisar,merkez,cumhuriyet,3,1,180,25,2,8000
afyonkarahisar,cay,sirinevler,2,1,100,20,0,3000
afyonkarahisar,merkez,dumlupinar,2,1,105,16,5,10000
afyonkarahisar,merkez,veysel_karani,2,1,100,2,1,8750
afyonkarahisar,merkez,dervis_pasa,2,1,95,31,3,8500
afyonkarahisar,merkez,esrefpasa,2,1,100,21,1,6500
afyonkarahisar,merkez,ali_ihsan_pasa,1,1,90,16,1,7000
afyonkarahisar,bolvadin,imaret,2,1,76,15,1,4250
afyonkarahisar,merkez,cumhuriyet,3,1,125,22,3,8500
afyonkarahisar,merkez,marulcu,1,1,48,10,3,8500
afyonkarahisar,merkez,esrefpasa,3,1,100,30,5,4500
afyonkarahisar,merkez,karsiyaka,1,1,55,7,5,5500
afyonkarahisar,suhut,haci_musa,3,1,120,2,2,8000
afyonkarahisar,merkez,cumhuriyet,2,1,100,17,1,7500
afyonkarahisar,merkez,dumlupinar,1,1,55,25,0,5000
afyonkarahisar,merkez,dumlupinar,3,1,140,13,4,10000
afyonkarahisar,merkez,yunus_emre,1,1,50,7,3,7500
afyonkarahisar,merkez,karsiyaka,2,1,90,1,1,10000
afyonkarahisar,merkez,marulcu,2,1,90,20,3,10000
afyonkarahisar,merkez,dumlupinar,3,1,135,25,4,8000
afyonkarahisar,merkez,kocatepe,3,1,120,9,3,12500
afyonkarahisar,merkez,erenler,2,1,65,4,4,5250
afyonkarahisar,merkez,cumhuriyet,3,1,120,25,5,10000
afyonkarahisar,merkez,esentepe,3,1,120,9,1,12000
afyonkarahisar,merkez,sahipata,2,1,95,15,5,8500
afyonkarahisar,merkez,erenler,1,1,55,4,3,6750
afyonkarahisar,merkez,maresal_fevzi_cakmak,3,1,120,20,2,7750
afyonkarahisar,merkez,kanlica,2,1,90,6,3,10000
afyonkarahisar,merkez,veysel_karani,2,1,90,20,0,3500
afyonkarahisar,merkez,maresal_fevzi_cakmak,4,1,145,10,1,10000
afyonkarahisar,merkez,erenler,1,1,45,5,5,5000
afyonkarahisar,merkez,esrefpasa,3,1,110,15,0,4500
afyonkarahisar,merkez,dumlupinar,1,1,60,18,3,10000
afyonkarahisar,merkez,erenler,2,1,70,5,2,6600
afyonkarahisar,merkez,nazmi_saatci,4,1,135,15,3,9000
afyonkarahisar,merkez,cumhuriyet,1,1,60,0,2,12000
afyonkarahisar,merkez,nazmi_saatci,3,1,115,6,1,8000
afyonkarahisar,merkez,dumlupinar,2,1,90,20,1,10000
afyonkarahisar,merkez,erenler,1,1,53,5,-1,6500
afyonkarahisar,merkez,ali_ihsan_pasa,4,1,155,10,3,13000
afyonkarahisar,merkez,selcuklu,2,1,80,0,3,12500
afyonkarahisar,merkez,cumhuriyet,3,1,150,30,1,10000
afyonkarahisar,merkez,dumlupinar,3,1,148,25,3,9000
afyonkarahisar,merkez,erenler,2,1,60,3,4,5500
afyonkarahisar,merkez,erenler,1,1,45,5,2,5000
afyonkarahisar,merkez,esrefpasa,2,1,100,25,1,6500
afyonkarahisar,merkez,erenler,1,1,55,4,2,5250
afyonkarahisar,merkez,istiklal,3,1,145,17,3,10000
afyonkarahisar,merkez,selcuklu,3,1,130,18,3,9500
afyonkarahisar,merkez,dervis_pasa,3,1,120,18,1,8000
afyonkarahisar,merkez,zafer,3,1,125,20,5,13000
afyonkarahisar,merkez,erenler,2,1,78,4,4,6000
afyonkarahisar,merkez,esrefpasa,3,1,125,16,2,8000
afyonkarahisar,merkez,cumhuriyet,3,1,125,25,5,6000
afyonkarahisar,merkez,dervis_pasa,2,1,80,0,3,10000
afyonkarahisar,merkez,marulcu,2,1,120,35,1,5000
afyonkarahisar,bolvadin,sazi,3,1,151,20,1,7500
afyonkarahisar,merkez,erenler,1,1,50,5,1,4000
izmir,tire,4_eylul,3,1,140,15,3,13250
izmir,konak,alsancak,3,1,110,25,3,19000
izmir,karabaglar,peker,2,1,110,20,3,11000
izmir,torbali,yedi_eylul,1,1,60,0,2,10000
izmir,balcova,koruturk,2,1,90,35,3,29000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,1,15000
izmir,torbali,muratbey,2,1,85,0,5,13000
izmir,kemalpasa,ulucak_mustafa_kemal_ataturk,3,1,180,0,1,25000
izmir,konak,goztepe,3,1,120,39,2,18500
izmir,buca,kurucesme,2,1,80,28,2,14000
izmir,cigli,yeni_mahalle,2,1,100,15,1,11000
izmir,karabaglar,doganay,3,1,130,30,4,20000
izmir,balcova,fevzi_cakmak,3,1,121,7,4,20000
izmir,karabaglar,kazim_karabekir,3,1,110,14,5,15000
izmir,buca,aydogdu,3,1,141,8,5,30000
izmir,foca,haciveli,3,1,110,0,2,16000
izmir,karsiyaka,bostanli,3,1,170,31,5,25000
izmir,buca,efeler,3,1,110,2,4,25000
izmir,bayrakli,tepekule,3,1,120,19,3,12000
izmir,narlidere,yenikale,2,1,90,20,2,25000
izmir,foca,fevzipasa,2,1,65,35,1,37500
izmir,buca,adatepe,1,1,55,5,3,11000
izmir,bayrakli,adalet,3,1,130,25,2,16000
izmir,bornova,erzene,3,1,130,28,1,20500
izmir,karabaglar,doganay,3,1,105,30,2,13500
izmir,karsiyaka,bostanli,3,1,145,26,5,25000
izmir,buca,ataturk,2,1,80,15,0,11500
izmir,menderes,kuner,2,1,120,7,2,17000
izmir,cesme,alacati,2,1,130,12,0,4500
izmir,seferihisar,colak_ibrahim_bey,2,1,85,0,5,17000
izmir,buca,yaylacik,1,1,50,5,1,10000
izmir,gaziemir,hurriyet,3,1,120,15,0,13000
izmir,balcova,cetin_emec,2,1,87,16,6,25000
izmir,balcova,cetin_emec,1,1,70,26,0,15000
izmir,menderes,mithatpasa,1,1,60,4,3,12500
izmir,odemis,cumhuriyet,2,1,110,16,1,10500
izmir,karabaglar,calikusu,2,1,110,31,1,12000
izmir,karsiyaka,zubeyde_hanim,1,1,65,3,1,18000
izmir,gaziemir,sevgi,3,1,120,29,1,22000
izmir,buca,murathan,3,1,146,8,1,30000
izmir,gaziemir,irmak,3,1,140,25,3,15000
izmir,karsiyaka,aksoy,3,1,220,25,1,50000
izmir,bornova,evka_3,3,1,120,35,3,20000
izmir,karabaglar,bahcelievler,2,1,90,0,3,22000
izmir,buca,yesilbaglar,3,1,125,25,2,12500
izmir,karabaglar,vatan,2,1,85,0,3,15500
izmir,cesme,germiyan,2,1,110,2,2,15000
izmir,balcova,egitim,2,1,85,14,3,16000
izmir,foca,kazim_dirik,2,1,90,2,2,14000
izmir,seferihisar,ataturk,3,1,130,17,2,45000
izmir,konak,alsancak,3,1,160,25,2,20000
izmir,menemen,gazi_mustafa_kemal,2,1,85,6,3,12500
izmir,buca,yesilbaglar,2,1,125,21,3,10000
izmir,karsiyaka,bostanli,3,1,130,30,2,22000
izmir,seferihisar,camikebir,3,1,108,5,5,18000
izmir,balcova,cetin_emec,1,1,60,25,1,12000
izmir,seferihisar,colak_ibrahim_bey,2,1,105,3,2,22000
izmir,gaziemir,irmak,2,1,85,4,2,22000
izmir,menemen,inonu,1,1,50,7,3,10000
izmir,bornova,ataturk,2,1,130,20,2,14000
izmir,balcova,fevzi_cakmak,1,1,50,5,2,21500
izmir,cigli,balatcik,2,1,95,15,1,12000
izmir,karabaglar,arap_hasan,3,1,135,27,2,16000
izmir,urla,gulbahce,2,1,70,8,0,26000
izmir,balcova,cetin_emec,2,1,105,10,4,20000
izmir,karsiyaka,semikler,1,1,85,4,5,22500
izmir,menemen,gazi_mustafa_kemal,1,1,47,0,0,8000
izmir,buca,kurucesme,1,1,55,4,2,10000
izmir,bornova,kazimdirik,1,1,43,0,1,22500
izmir,menemen,inonu,1,1,55,4,1,10500
izmir,karsiyaka,bostanli,3,1,160,32,5,25000
izmir,bayrakli,muhittin_erener,2,1,85,21,3,7500
izmir,karaburun,mordogan,2,1,100,0,0,22000
izmir,bornova,gazi_osman_pasa,1,1,70,20,3,8000
izmir,cigli,atasehir,2,1,95,0,6,39000
izmir,balcova,onur,1,1,85,28,0,19000
izmir,bayrakli,osmangazi,3,1,125,20,3,15000
izmir,buca,laleli,2,1,120,14,0,16500
izmir,guzelbahce,yali,2,1,80,25,5,22500
izmir,balcova,egitim,2,1,120,35,0,20000
izmir,konak,mehmet_ali_akman,3,1,120,40,2,29500
izmir,bayrakli,manavkuyu,3,1,130,25,3,20000
izmir,karabaglar,vatan,3,1,100,31,-1,13000
izmir,torbali,muratbey,3,1,155,11,4,12500
izmir,karabaglar,devrim,3,1,135,20,1,15750
izmir,karabaglar,bahcelievler,3,1,110,31,2,15000
izmir,urla,yelalti,2,1,90,5,2,17000
izmir,gaziemir,emrez,3,1,95,35,3,10000
izmir,buca,kurucesme,1,1,55,4,2,12000
izmir,konak,mimar_sinan,4,1,200,30,1,40000
izmir,karsiyaka,bahcelievler,3,1,140,25,1,21750
izmir,buca,yildiz,1,1,50,4,2,12000
izmir,karabaglar,gulyaka,2,1,63,3,1,12000
izmir,karsiyaka,fikri_altay,3,1,135,25,3,25000
izmir,gaziemir,sevgi,3,1,120,30,3,22000
izmir,guzelbahce,siteler,2,1,80,35,5,25500
izmir,karsiyaka,aksoy,3,1,120,28,1,25000
izmir,konak,guzelyali,3,1,120,40,6,21000
izmir,dikili,candarli,1,1,55,1,0,10000
izmir,karabaglar,cennetoglu,3,1,148,16,3,12000
izmir,menemen,inonu,2,1,65,0,1,10500
izmir,gaziemir,hurriyet,3,1,120,11,0,10000
izmir,menemen,irmak,3,1,130,10,3,12000
izmir,karsiyaka,semikler,3,1,125,26,2,18000
izmir,konak,mimar_sinan,2,1,100,26,3,25000
izmir,foca,ataturk,2,1,65,25,5,20000
izmir,cesme,yali,3,1,140,5,0,25000
izmir,bornova,inonu,3,1,120,25,1,15000
izmir,buca,guven,2,1,35,30,2,16500
izmir,guzelbahce,yali,3,1,190,11,2,30000
izmir,konak,atilla,2,1,70,15,1,12000
izmir,konak,kahramanlar,2,1,100,26,1,20000
izmir,konak,atilla,2,1,70,30,2,12000
izmir,menemen,29_ekim,3,1,160,1,1,25000
izmir,odemis,akincilar,3,1,130,25,5,13000
izmir,menemen,istiklal,2,1,100,15,1,11000
izmir,foca,mustafa_kemal_ataturk,2,1,85,6,1,18000
izmir,buca,adatepe,2,1,85,6,3,19000
izmir,gaziemir,ataturk,1,1,70,15,0,8000
izmir,seferihisar,camikebir,2,1,110,21,1,15000
izmir,seferihisar,camikebir,3,1,119,0,4,22000
izmir,buca,kurucesme,1,1,55,4,2,10000
izmir,karabaglar,bahcelievler,2,1,80,38,3,15000
izmir,karaburun,merkez,1,1,35,4,0,10000
izmir,kinik,turkcedit,2,1,90,4,0,10000
izmir,foca,mustafa_kemal_ataturk,2,1,90,31,3,55000
izmir,bayrakli,adalet,3,1,120,18,3,10000
izmir,urla,iskele,1,1,85,2,0,18000
izmir,cesme,germiyan,2,1,100,21,2,15000
izmir,bayrakli,r_sevket_ince,3,1,155,15,3,9000
izmir,cigli,inonu,2,1,120,12,5,17000
izmir,bornova,kazimdirik,3,1,125,25,3,19000
izmir,bornova,doganlar,2,1,100,13,2,23000
izmir,buca,ataturk,2,1,65,0,3,15000
izmir,konak,kilic_reis,3,1,135,28,4,15000
izmir,konak,kultur,2,1,95,31,2,18000
izmir,bergama,maltepe,3,1,110,25,5,10000
izmir,menemen,istiklal,3,1,140,5,3,20000
izmir,konak,kemal_reis,2,1,95,35,5,16000
izmir,cigli,atasehir,2,1,85,0,0,35000
izmir,karabaglar,bahcelievler,2,1,95,21,2,22000
izmir,dikili,salimbey,3,1,170,16,3,45000
izmir,odemis,suleyman_demirel,3,1,132,26,4,12000
izmir,dikili,candarli,3,1,120,5,0,18000
izmir,kemalpasa,ornekkoy,3,1,150,0,0,37500
izmir,karabaglar,gunaltay,3,1,120,11,4,13000
izmir,kemalpasa,ulucak_cumhuriyet,3,1,135,5,4,18000
izmir,karabaglar,esenlik,3,1,130,30,3,15000
izmir,buca,akincilar,3,1,142,44,2,19750
izmir,cigli,ahmet_taner_kislali,4,1,165,29,2,19000
izmir,urla,zeytinalani,2,1,100,0,0,22000
izmir,guzelbahce,mustafa_kemal_pasa,2,1,100,1,0,45000
izmir,aliaga,kultur,4,1,150,13,3,30000
izmir,buca,yigitler,2,1,100,26,3,15000
izmir,bornova,kemalpasa,3,1,145,11,3,16000
izmir,konak,kilic_reis,2,1,100,35,3,22000
izmir,odemis,ataturk,3,1,120,28,3,6000
izmir,gaziemir,hurriyet,3,1,145,17,2,15000
izmir,torbali,tepekoy,2,1,110,20,1,13500
izmir,torbali,torbali,2,1,200,6,2,21000
izmir,bornova,inonu,3,1,120,11,1,18000
izmir,foca,mustafa_kemal_ataturk,2,1,85,21,2,20000
izmir,konak,alsancak,2,1,70,25,2,20000
izmir,buca,kozagac,2,1,120,20,5,20000
izmir,menemen,mermerli,3,1,140,5,3,20000
izmir,karabaglar,maliyeciler,3,1,120,10,4,20000
izmir,bornova,erzene,3,1,110,26,6,18000
izmir,narlidere,2_inonu,3,1,166,11,4,34000
izmir,konak,kultur,3,1,145,30,3,52500
izmir,konak,alsancak,3,1,120,40,1,32000
izmir,karsiyaka,bostanli,3,1,145,28,4,25000
izmir,menderes,mithatpasa,1,1,65,25,5,15000
izmir,karabaglar,kazim_karabekir,1,1,60,1,1,10000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,0,10000
izmir,foca,ataturk,3,1,135,15,0,25000
izmir,menemen,9_eylul,3,1,120,20,5,16000
izmir,cigli,cumhuriyet,3,1,145,5,1,16000
izmir,gaziemir,yesil,2,1,96,26,5,25000
izmir,gaziemir,gazikent,3,1,130,21,1,19360
izmir,foca,kazim_dirik,2,1,90,4,2,15000
izmir,bornova,evka_4,2,1,85,20,1,13000
izmir,konak,atilla,2,1,90,15,-2,4000
izmir,urla,yelalti,4,1,125,20,5,35000
izmir,balcova,fevzi_cakmak,1,1,41,30,0,8000
izmir,konak,alsancak,3,1,120,30,3,20000
izmir,konak,guzelyali,3,1,120,35,5,17500
izmir,menderes,cukuralti,3,1,150,26,0,35000
izmir,buca,yildiz,1,1,55,4,2,12000
izmir,karabaglar,esenyali,3,1,130,30,4,13250
izmir,bayrakli,sogukkuyu,3,1,135,18,5,15000
izmir,cesme,reisdere,4,1,120,10,2,4000
izmir,buca,baris,2,1,115,7,3,10000
izmir,odemis,hurriyet,3,1,125,0,3,13500
izmir,menemen,mermerli,3,1,110,30,4,10000
izmir,tire,hurriyet,3,1,143,0,3,19500
izmir,buca,yaylacik,1,1,50,4,2,13000
izmir,karsiyaka,yali,1,1,64,8,3,25500
izmir,narlidere,sahilevleri,2,1,100,15,0,20000
izmir,karabaglar,esenlik,2,1,65,0,1,16000
izmir,cigli,balatcik,1,1,55,4,4,15000
izmir,menemen,gazi_mustafa_kemal,1,1,47,0,0,8000
izmir,buca,ataturk,1,1,65,7,6,13000
izmir,foca,mustafa_kemal_ataturk,2,1,90,11,0,30000
izmir,bayrakli,tepekule,2,1,100,17,0,8000
izmir,menderes,gumuldur_inonu,2,1,65,25,0,3500
izmir,foca,ataturk,3,1,95,25,2,17000
izmir,buca,kurucesme,1,1,55,7,3,12000
izmir,karsiyaka,dedebasi,3,1,120,3,1,18000
izmir,karsiyaka,dedebasi,1,1,70,4,3,15000
izmir,bayrakli,osmangazi,1,1,65,4,1,18000
izmir,buca,baris,3,1,140,25,5,16500
izmir,cigli,kucuk_cigli,2,1,90,20,3,15500
izmir,buca,inkilap,2,1,100,30,5,9800
izmir,menderes,golcukler,3,1,130,10,5,16500
izmir,karabaglar,bahcelievler,2,1,90,31,2,17500
izmir,karsiyaka,aksoy,2,1,95,35,1,18000
izmir,bornova,inonu,3,1,130,16,1,15000
izmir,menemen,inonu,2,1,75,0,2,13000
izmir,konak,kilic_reis,2,1,85,40,2,11000
izmir,buca,baris,2,1,80,35,3,12500
izmir,bornova,evka_4,2,1,75,25,3,12000
izmir,odemis,cumhuriyet,2,1,110,26,4,8000
izmir,odemis,cumhuriyet,3,1,135,30,5,8500
izmir,menemen,inonu,1,1,45,0,3,11000
izmir,buca,dicle,2,1,110,20,3,13500
izmir,buca,akincilar,2,1,75,5,2,16000
izmir,cesme,yali,3,1,140,22,2,30000
izmir,torbali,ataturk,3,1,165,5,2,12000
izmir,odemis,ataturk,1,1,110,26,5,8500
izmir,bayrakli,muhittin_erener,3,1,105,2,2,18000
izmir,balcova,cetin_emec,3,1,150,11,3,25000
izmir,buca,kozagac,3,1,143,12,0,25000
izmir,menderes,oglananasi_ataturk,1,1,45,3,0,11500
izmir,kemalpasa,armutlu_85_yil_cumhuriyet,2,1,90,0,3,12000
izmir,bornova,inonu,1,1,45,15,5,15000
izmir,narlidere,ilica,3,1,160,21,1,34500
izmir,karabaglar,bahar,2,1,100,20,2,10000
izmir,bornova,kizilay,3,1,130,4,2,18000
izmir,karabaglar,gunaltay,1,1,70,16,1,11000
izmir,menderes,sasal,2,1,150,0,5,20000
izmir,cigli,ataturk,3,1,170,11,5,20000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,12,5,14000
izmir,foca,kazim_dirik,2,1,80,10,2,15000
izmir,buca,kurucesme,1,1,70,0,2,10000
izmir,selcuk,cumhuriyet,3,1,120,20,2,15000
izmir,gaziemir,menderes,3,1,150,15,1,18000
izmir,karabaglar,bahcelievler,2,1,85,8,5,18000
izmir,buca,ataturk,2,1,100,21,1,14000
izmir,bornova,kazimdirik,2,1,100,28,2,17000
izmir,foca,kazim_dirik,2,1,90,2,0,13000
izmir,buca,camlikule,2,1,85,15,1,13000
izmir,bayrakli,sogukkuyu,3,1,170,5,4,35000
izmir,torbali,torbali,3,1,120,10,5,12000
izmir,cigli,guzeltepe,2,1,90,25,3,10000
izmir,karabaglar,metin_oktay,2,1,105,25,4,13000
izmir,bergama,ertugrul,4,1,150,18,5,13500
izmir,buca,sirinkapi,3,1,170,30,2,15000
izmir,menemen,inonu,2,1,81,7,2,13000
izmir,bornova,kazimdirik,1,1,60,7,5,22500
izmir,karsiyaka,semikler,3,1,105,30,2,10000
izmir,seferihisar,colak_ibrahim_bey,3,1,130,10,4,20000
izmir,buca,baris,3,1,120,30,4,14000
izmir,karabaglar,metin_oktay,3,1,140,26,4,16000
izmir,foca,kozbeyli,2,1,85,5,0,10500
izmir,foca,mustafa_kemal_ataturk,3,1,100,3,0,30000
izmir,cigli,atasehir,1,1,86,5,5,20000
izmir,menemen,gazi_mustafa_kemal,3,1,120,11,3,16000
izmir,konak,mimar_sinan,2,1,100,35,1,15000
izmir,konak,murat_reis,2,1,95,27,1,15000
izmir,buca,yenigun,3,1,200,11,3,20000
izmir,menemen,ataturk,2,1,110,1,3,14500
izmir,karsiyaka,tersane,3,1,105,25,5,15500
izmir,bayrakli,manavkuyu,3,1,130,21,3,20000
izmir,narlidere,2_inonu,3,1,168,13,2,26500
izmir,buca,hurriyet,3,1,115,15,1,15000
izmir,odemis,anafartalar,3,1,135,20,3,10000
izmir,bornova,kazimdirik,2,1,116,0,2,32000
izmir,buca,kurucesme,1,1,55,4,2,13000
izmir,seferihisar,camikebir,2,1,93,0,3,15500
izmir,bornova,inonu,3,1,120,16,1,15000
izmir,bornova,inonu,3,1,115,19,2,16000
izmir,konak,mithatpasa,3,1,141,22,3,18450
izmir,gaziemir,dokuz_eylul,3,1,170,10,-2,15000
izmir,buca,kozagac,1,1,50,0,3,13000
izmir,menderes,gumuldur_fevzi_cakmak,1,1,60,5,1,11000
izmir,bornova,kemalpasa,3,1,95,18,0,13000
izmir,bornova,ataturk,1,1,50,25,0,8500
izmir,foca,kazim_dirik,2,1,90,2,3,15000
izmir,karsiyaka,yali,3,1,165,4,6,40000
izmir,gaziemir,zafer,3,1,110,24,3,15000
izmir,buca,menderes,3,1,120,31,5,16000
izmir,odemis,hurriyet,3,1,155,0,1,15000
izmir,bornova,kazimdirik,1,1,59,9,0,20000
izmir,odemis,bengisu,3,1,140,4,0,11000
izmir,torbali,bahcelievler,3,1,95,15,2,10000
izmir,odemis,ataturk,3,1,115,25,5,5500
izmir,buca,adatepe,3,1,125,5,0,15000
izmir,kemalpasa,armutlu_85_yil_cumhuriyet,1,1,77,0,2,11000
izmir,buca,efeler,2,1,120,20,2,11000
izmir,gaziemir,irmak,1,1,75,0,1,18000
izmir,dikili,cumhuriyet,3,1,220,14,2,28000
izmir,menderes,kasimpasa,3,1,160,0,3,25000
izmir,urla,gulbahce,2,1,60,6,0,25000
izmir,konak,guzelyali,3,1,140,40,4,30000
izmir,cigli,atasehir,1,1,65,3,5,21000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,10,1,15000
izmir,torbali,inonu,2,1,110,4,4,17500
izmir,foca,kazim_dirik,2,1,145,3,0,15000
izmir,selcuk,cumhuriyet,3,1,125,25,3,20000
izmir,bornova,ataturk,3,1,115,25,0,14000
izmir,balcova,koruturk,3,1,110,34,5,16000
izmir,bayrakli,yamanlar,3,1,140,30,1,11000
izmir,karabaglar,general_kazim_ozalp,1,1,65,6,2,15000
izmir,karabaglar,bahar,3,1,145,25,3,20000
izmir,menemen,irmak,2,1,110,0,2,11000
izmir,bornova,mevlana,1,1,55,1,1,13000
izmir,menderes,gumuldur_cumhuriyet,1,1,50,25,2,15000
izmir,cigli,kucuk_cigli,1,1,55,0,1,15250
izmir,konak,alsancak,2,1,90,25,1,14000
izmir,karsiyaka,ornekkoy,3,1,140,10,2,17000
izmir,konak,atilla,3,1,140,25,5,15500
izmir,karabaglar,adnan_suvari,2,1,80,5,1,13000
izmir,buca,ataturk,1,1,65,3,3,12000
izmir,buca,kurucesme,2,1,70,3,-1,12000
izmir,karabaglar,poligon,3,1,145,25,3,20000
izmir,karsiyaka,bostanli,3,1,110,30,1,23000
izmir,gaziemir,beyazevler,1,1,60,6,6,20000
izmir,konak,kahramanlar,3,1,135,35,2,30000
izmir,karsiyaka,fikri_altay,3,1,120,20,4,20000
izmir,karabaglar,fahrettin_altay,3,1,120,26,3,18000
izmir,buca,adatepe,1,1,55,4,4,12500
izmir,odemis,cumhuriyet,1,1,100,5,5,9000
izmir,bornova,rafet_pasa,1,1,98,5,6,24000
izmir,bayrakli,bayrakli,2,1,100,25,4,12000
izmir,narlidere,sahilevleri,2,1,100,15,1,20000
izmir,konak,cankaya,2,1,110,25,2,16000
izmir,bayrakli,osmangazi,3,1,130,20,2,13000
izmir,balcova,onur,3,1,145,23,5,19000
izmir,odemis,ataturk,3,1,160,15,4,16500
izmir,karabaglar,calikusu,3,1,160,11,4,23500
izmir,bornova,inonu,1,1,80,25,4,13500
izmir,menemen,85_yil_cumhuriyet,1,1,50,0,1,10000
izmir,buca,camlikule,2,1,100,15,-1,13000
izmir,foca,kazim_dirik,2,1,110,2,2,15000
izmir,menderes,barbaros,2,1,106,13,1,22000
izmir,bornova,kazimdirik,2,1,120,21,3,15000
izmir,karabaglar,bahar,2,1,100,26,2,13000
izmir,gaziemir,zafer,3,1,110,24,3,13000
izmir,odemis,zafer,3,1,160,3,5,18000
izmir,buca,yenigun,1,1,50,1,2,17000
izmir,cigli,atasehir,3,1,145,2,3,25000
izmir,gaziemir,irmak,3,1,125,21,3,20000
izmir,menemen,30_agustos,3,1,110,25,4,15000
izmir,karsiyaka,ornekkoy,2,1,100,11,2,15000
izmir,konak,murat_reis,2,1,90,40,1,15000
izmir,menderes,mithatpasa,4,1,220,0,0,30000
izmir,gaziemir,irmak,2,1,125,5,3,22000
izmir,konak,altintas,3,1,130,35,1,12500
izmir,buca,goksu,2,1,100,20,3,14000
izmir,buca,inkilap,2,1,110,20,3,15000
izmir,selcuk,ataturk,2,1,110,0,3,22000
izmir,karsiyaka,aksoy,2,1,95,35,0,18000
izmir,buca,akincilar,2,1,110,15,3,12500
izmir,cigli,balatcik,1,1,57,1,2,15000
izmir,konak,kemal_reis,2,1,90,32,1,16000
izmir,buca,yaylacik,3,1,150,25,3,18500
izmir,buca,buca_koop,2,1,125,10,2,12500
izmir,odemis,emmioglu,2,1,120,15,5,11500
izmir,menemen,85_yil_cumhuriyet,1,1,60,0,1,10000
izmir,kemalpasa,ulucak_mustafa_kemal_ataturk,2,1,90,16,3,7000
izmir,urla,rustem,3,1,130,10,5,30000
izmir,gaziemir,sevgi,2,1,96,25,3,18000
izmir,buca,efeler,3,1,130,8,1,18000
izmir,konak,murat_reis,2,1,95,31,1,15000
izmir,buca,kurucesme,2,1,65,4,3,13500
izmir,gaziemir,sevgi,2,1,95,15,2,9500
izmir,bergama,fatih,3,1,165,4,5,15000
izmir,karsiyaka,aksoy,2,1,85,7,1,36000
izmir,buca,yildiz,1,1,65,1,3,10000
izmir,karsiyaka,imbatli,3,1,125,0,4,24000
izmir,foca,ataturk,2,1,85,35,3,20000
izmir,karsiyaka,atakent,3,1,130,30,2,27500
izmir,bornova,doganlar,2,1,90,21,0,10500
izmir,konak,alsancak,1,1,75,30,1,16000
izmir,cigli,ahmet_efendi,1,1,74,2,5,13500
izmir,karsiyaka,ornekkoy,2,1,90,5,1,15000
izmir,menderes,ahmetbeyli,3,1,170,20,1,18000
izmir,bergama,tepekoy,2,1,90,0,1,15000
izmir,konak,alsancak,3,1,115,35,1,23000
izmir,urla,haci_isa,3,1,120,35,2,30000
izmir,konak,atilla,3,1,140,21,5,15500
izmir,cigli,balatcik,1,1,55,5,2,16000
izmir,karabaglar,refet_bele,2,1,110,25,-2,10000
izmir,karabaglar,esenyali,3,1,100,30,5,16000
izmir,bornova,kazimdirik,2,1,68,0,1,30000
izmir,karabaglar,arap_hasan,3,1,135,30,6,20000
izmir,buca,kurucesme,1,1,55,3,2,15000
izmir,karabaglar,esenyali,2,1,80,31,1,15000
izmir,dikili,candarli,3,1,120,11,0,18000
izmir,seferihisar,tepecik,3,1,135,21,0,22000
izmir,buca,kurucesme,1,1,50,5,1,10400
izmir,buca,sirinkapi,1,1,50,15,2,4500
izmir,urla,gulbahce,1,1,40,6,0,25000
izmir,buca,camlipinar,2,1,150,25,4,13000
izmir,karsiyaka,bahcelievler,3,1,130,35,1,15000
izmir,seferihisar,hidirlik,2,1,100,15,2,28000
izmir,karabaglar,bahcelievler,3,1,160,30,3,25000
izmir,karabaglar,arap_hasan,3,1,130,19,0,15000
izmir,karsiyaka,yali,2,1,90,5,5,18500
izmir,konak,guzelyali,2,1,100,25,0,20000
izmir,odemis,hurriyet,1,1,60,10,5,8000
izmir,guzelbahce,kahramandere,4,1,180,20,2,35000
izmir,buca,camlipinar,2,1,90,2,3,20000
