"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","list-view-header"
"https://www.hepsiemlak.com/izmir-gaziemir-irmak-kiralik/daire/94107-1365","19","15.000","15-04-2024","Kiralık Daire","3 +
                        1","140 m²","20
                      Yaşında","Zemin","Gaziemir, Irmak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/1/9/4/4/2/4/ddb2e6a4-8249-48e4-8a26-7bfb92275b3e.jpg","","Özevim Emlaktan Bahçe Katı Kombili Kiralık Geniş 3+1 Daire"
"https://www.hepsiemlak.com/izmir-cesme-cumhuriyet-kiralik/villa/16579-3649","20","24.000","13-04-2024","Kiralık Villa","3 +
                        1","130 m²","30
                      Yaşında","","Çeşme, Cumhuriyet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/9/4/8/4/2/4/984b3c40-3775-46e9-895e-c4f058f6d477.jpg","","Yıllık Kiralık Site İçinde 3+1 300 M2 Bahçeli Dalyan'da Villa"
"https://www.hepsiemlak.com/izmir-menderes-gumuldur-inonu-kiralik/villa/58372-4841","35","240.000","13-04-2024","Kiralık Villa","4 +
                        1","230 m²","16
                      Yaşında","Tripleks","Menderes, Gümüldür İnönü Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/5/3/8/4/2/4/b76fbbb7-63dc-4f38-8335-cb3b0f6e4732.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg","İzmir Gümüldür Muhteşem Konumda Eşyalı Kiralık 230 M² Tripleks"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/58372-4840","35","1.200.000","13-04-2024","Kiralık Villa","4 +
                        1","220 m²","11
                      Yaşında","Villa Katı","Çeşme, Alaçatı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/5/3/8/4/2/4/7c8fb7c0-1726-4950-99a2-ec0c5b1f764c.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg","Çeşme Alaçatı Bella Konakları Donanımlı Eşyalı Kiralık Taş Villa"
"https://www.hepsiemlak.com/izmir-karabaglar-esenyali-kiralik/daire/50269-5263","22","35.000","13-04-2024","Kiralık Daire","3 +
                        1","210 m²","31
                      Yaşında","Bahçe Katı","Karabağlar, Esenyalı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-pirlanta-50269","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/4/3/8/4/2/4/69620f50-da1c-4155-b259-ca2282d76fdb.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/0/5/0/03425537-3861-4027-9436-cbe262f2de16.jpg","Amerikan Koleji Yakını Eşyalı Kiralık Dubleks Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/50269-5261","34","30.000","13-04-2024","Kiralık Daire","2 +
                        1","89 m²","Sıfır Bina","Yüksek Giriş","Karşıyaka, Bostanlı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-pirlanta-50269","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/4/3/8/4/2/4/3e1ae8c6-84e9-4d85-9bd5-4afc64c8fcd0.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/0/5/0/03425537-3861-4027-9436-cbe262f2de16.jpg","Girne Caddesi Üzerinde Kiralık 2+1 Yüksek Giriş Daire"
"https://www.hepsiemlak.com/izmir-seferihisar-colak-ibrahim-bey-kiralik/daire/63976-698","27","20.000","12-04-2024","Kiralık Daire","3 +
                        1","130 m²","5
                      Yaşında","4. Kat","Seferihisar, Çolak İbrahim Bey Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/4/3/8/4/2/4/c3690ae9-48cd-43f3-ad00-a5fb7275ad98.jpeg","","Seferihisar Çolakibrahim Bey Mahallesinde Kiralık 3+1 Daire"
"https://www.hepsiemlak.com/izmir-aliaga-cakmakli-kiralik/villa/58372-4842","35","180.000","13-04-2024","Kiralık Villa","4 +
                        2","120 m²","16
                      Yaşında","Villa Katı","Aliağa, Çakmaklı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/5/3/8/4/2/4/f8e9c684-24ef-4ae7-bf1b-726c3495273a.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg","İzmir Çakmaklı Muhteşem Konumlu Kiralık 4+2 120 M² Dubleks"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/58372-4843","35","60.000","13-04-2024","Kiralık Daire","4 +
                        1","200 m²","11
                      Yaşında","2. Kat","Karşıyaka, Yalı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/5/3/8/4/2/4/a8ebfd7e-403d-4c03-addb-a884bae7415a.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg","Mavişehir Soyak A Etap Havuz & Peyzaj Kiralık 4+1 200 M² Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-umut-kiralik/daire/50269-5243","25","10.500","13-04-2024","Kiralık Daire","3 +
                        1","130 m²","26
                      Yaşında","1. Kat","Karabağlar, Umut Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-pirlanta-50269","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/6/6/5/4/2/4/238894ca-96d1-432d-9e64-0ba4bd9af25f.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/0/5/0/03425537-3861-4027-9436-cbe262f2de16.jpg","Eskiizmir Umut Mahallesınde Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-manavkuyu-kiralik/daire/60930-2707","35","25.000","16-04-2024","Kiralık Daire","3 +
                        1","140 m²","12
                      Yaşında","4. Kat","Bayraklı, Manavkuyu Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/2/8/8/4/2/4/9d2c0286-6938-4cfc-8539-b67f77a70f3a.jpg","","Bayraklı  Manavkuyu Yüzbaşı İbrahim Hakkı Caddesin De 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-menderes-cakaltepe-kiralik/mustakil-ev/95739-2082","37","10.000","16-04-2024","Kiralık Müstakil Ev","1 +
                        1","355 m²","Sıfır Bina","","Menderes, Çakaltepe Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/5/9/7/4/2/4/44d210f9-4db3-42de-97a2-b71504e36af3.jpg","","Çakaltepe De 355 Arsa İçinde 1+1 Yeni Ormanyanı Menderes İzmir"
"https://www.hepsiemlak.com/izmir-selcuk-ataturk-kiralik/daire/132456-949","34","22.000","16-04-2024","Kiralık Daire","3 +
                        1","140 m²","4
                      Yaşında","1. Kat","Selçuk, Atatürk Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/armina-group-gayrimenkul-danismanligi-132456","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/2/1/3/4/2/4/e4ed61b1-f65a-42bb-888a-9e79faa94ac0.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/4/2/3/1/aefe9f3b-6c32-43fe-a898-cc52fa9ed993.jpg","İzmir Selçuk Atatürk Mahallesinde Kiralık Daire"
"https://www.hepsiemlak.com/izmir-urla-camlicay-kiralik/villa/134800-35","54","55.000","16-04-2024","Kiralık Villa","3 +
                        1","200 m²","10
                      Yaşında","","Urla, Çamlıçay Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/8/3/5/8/1/4/1701454218386-41853822.jpg","","Camlicay Mah.Müstakil Kiralık Villa"
"https://www.hepsiemlak.com/izmir-cigli-kucuk-cigli-kiralik/daire/26584-2692","33","13.000","16-04-2024","Kiralık Daire","2 +
                        1","75 m²","6
                      Yaşında","4. Kat","Çiğli, Küçük Çiğli Mahallesi","","","","Çiğli Küçükçiğli De Kiralık 2+1 Ara Kat D.Gazlı Açık Mutfak Daire"
"https://www.hepsiemlak.com/izmir-balcova-cetin-emec-kiralik/daire/6945-1053","31","25.000","16-04-2024","Kiralık Daire","3 +
                        1","120 m²","22
                      Yaşında","2. Kat","Balçova, Çetin Emeç Mahallesi","","","","Star Emlaktan Çetinemeçte Yapılı Asansör,Jeotermal,Otoparklı 3+1 120m2 K/2"
"https://www.hepsiemlak.com/izmir-konak-kilic-reis-kiralik/daire/25220-2216","24","10.000","16-04-2024","Kiralık Daire","2 +
                        1","75 m²","35
                      Yaşında","Yüksek Giriş","Konak, Kılıç Reis Mahallesi","","","","Özpa - Üçyol Metro Betonyolda Sağlık Ocağı Arka Sokakta Bahçeli Yüksek Giriş 2+1"
"https://www.hepsiemlak.com/izmir-selcuk-zafer-kiralik/daire/132456-918","40","16.000","16-04-2024","Kiralık Daire","3 +
                        1","110 m²","11
                      Yaşında","1. Kat","Selçuk, Zafer Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/armina-group-gayrimenkul-danismanligi-132456","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/8/2/4/2/2/4/a0e3c22b-b465-4c15-ab39-9834d1269b9c.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/4/2/3/1/aefe9f3b-6c32-43fe-a898-cc52fa9ed993.jpg","İzmir Selçuk Zafer Mahallesinde Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-sogukkuyu-kiralik/daire/110285-365","20","12.500","16-04-2024","Kiralık Daire","3 +
                        1","120 m²","26
                      Yaşında","3. Kat","Bayraklı, Soğukkuyu Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/4/7/5/3/2/4/1710426375875-42357473.jpg","","Yeşim Emlaktan Bayraklı Soğuk Kuyu'da 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-zubeyde-hanim-kiralik/daire/26584-2634","31","10.000","16-04-2024","Kiralık Daire","2 +
                        1","100 m²","27
                      Yaşında","4. Kat","Karşıyaka, Zübeyde Hanım Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/4/8/2/5/1/4/e4f79e1d-ba27-47b0-a5c2-f378c67eb509.jpg","","Karşıyaka Elit Sitesinde 90m2 2+1 Kiralık Daire Kanıt Emlaktan"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/60930-2701","29","21.000","16-04-2024","Kiralık Daire","1 +
                        1","65 m²","6
                      Yaşında","2. Kat","Bornova, Kazımdirik Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/0/0/0/4/2/4/1e95d860-d9e7-40f7-9de8-c368b24d538e.jpg","","Bornova Yaşar Üniversitesi Yanı Avcılar Cadde  1+1 Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-balcova-cetin-emec-kiralik/daire/6945-1052","28","20.000","16-04-2024","Kiralık Daire","3 +
                        1","120 m²","15
                      Yaşında","8. Kat","Balçova, Çetin Emeç Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/4/1/2/2/4/06b2e653-12fd-40f7-bfe8-60bf56c0ef79.jpg","","Star Emlaktan Çetinemeçte Siteler Bölgesinde Dep.Yön.Asansörlü Termalli 3+1 110m2 K/8"
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-kiralik/daire/25220-2436","19","30.000","16-04-2024","Kiralık Daire","3 +
                        1","160 m²","35
                      Yaşında","6. Kat","Karabağlar, Bahçelievler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/3/3/7/4/2/4/d6b1c3d4-61c1-40dd-8499-ecf235bbad95.jpg","","Özpa - Bahçelievlerde Asansörlü Doğalgazlı Otoparklı Cadde Manzaralı Geniş 3+1"
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/22752-16151","35","22.000","16-04-2024","Kiralık Daire","3 +
                        1","145 m²","26
                      Yaşında","4. Kat","Karşıyaka, Bostanlı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-terminal-22752","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/5/6/6/7/1/4/70f86486-9c48-4b48-b99e-71274603e121.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/5/7/2/2/0/100226b5-97b7-47dc-acc3-6bd45fe7e7a2.jpg","Remax Güldeniz Bostanlı Geniş Ferah Kullanışlı Kiralık 3+1"
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-kiralik/daire/25220-2324","36","13.000","16-04-2024","Kiralık Daire","3 +
                        1","115 m²","23
                      Yaşında","Giriş Katı","Karabağlar, Bahçelievler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/3/0/4/6/0/4/31a21e40-82f7-4adb-bbce-a81bdf4765bc.jpg","","Özpa - Bahçelievlerde  Doğalgazlı Boyalı Bakımlı Kiralık Giriş Dubleksi"
"https://www.hepsiemlak.com/izmir-bayrakli-emek-kiralik/daire/26584-2699","30","10.000","16-04-2024","Kiralık Daire","3 +
                        1","120 m²","29
                      Yaşında","2. Kat","Bayraklı, Emek Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/2/8/6/4/2/4/f0334124-7e0c-48a2-ad5b-3b933587a790.jpg","","Bayraklı Emek Mah. 3+1 Kiralık Daire  Kanıt Emlaktan"
"https://www.hepsiemlak.com/izmir-cesme-cakabey-kiralik/villa/73574-1072","46","250.000","16-04-2024","Kiralık Villa","4 +
                        1","1.000 m²","11
                      Yaşında","","Çeşme, Çakabey Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/1/2/9/4/2/4/cd3a4037-55a4-4ac8-8a44-44e53e188548.jpg","","Çeşme Mamurbaba Büyük Bahçeli 4 Oda 3 Banyo Tek Müstakil Villa"
"https://www.hepsiemlak.com/izmir-cesme-germiyan-kiralik/yazlik/112706-6795","35","190.000","15-04-2024","Kiralık Yazlık","3 +
                        1","120 m²","11
                      Yaşında","Bahçe Katı","Çeşme, Germiyan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/2/8/8/4/2/4/4ab2a777-c131-4ba9-966b-c30cc5c5d244.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg","Keller Williams'dan Havuzlu Site İçinde Denize Yakın Yazlık"
"https://www.hepsiemlak.com/izmir-urla-yenikent-kiralik/villa/119895-2314","51","42.500","15-04-2024","Kiralık Villa","3 +
                        1","250 m²","30
                      Yaşında","","Urla, Yenikent Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-3-119895","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/9/8/8/4/2/4/1713176434760-42488901.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/8/9/1/1/96681a8d-acf4-4d1c-b71b-06316dd8f3d1.jpg","Urla Yenikent Mh.Bizimkent Sitesi 3+1 Kiralık Bahçeli Dubleks Villa"
"https://www.hepsiemlak.com/izmir-buca-yenigun-kiralik/daire/130324-620","37","17.000","15-04-2024","Kiralık Daire","3 +
                        1","150 m²","26
                      Yaşında","2. Kat","Buca, Yenigün Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/9/8/8/4/2/4/f217f286-5a1d-4bbd-bb16-aa1053bc0bd5.jpg","","Güneş'ten Zübeyde Hn Koleji 5dk 3+1 150 M2 Balkon Arakat 3 Cephe"
"https://www.hepsiemlak.com/izmir-menderes-barbaros-kiralik/daire/18044-1347","60","18.000","15-04-2024","Kiralık Daire","2 +
                        1","105 m²","5
                      Yaşında","2. Kat","Menderes, Barbaros Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/9/9/8/4/2/4/1713185327-872591-42489963.jpeg","","Çimen Emlak’tan Satılık Havuzlu Site İçerisinde 2+1 Ara Kat"
"https://www.hepsiemlak.com/izmir-karabaglar-gulyaka-kiralik/daire/23746-17105","35","11.000","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","4
                      Yaşında","Yüksek Giriş","Karabağlar, Gülyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/8/9/8/4/2/4/4e90ceec-2f3a-4367-a12c-4a8c662ce57b.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg","Gülyaka Mh Sağlık Ocağı Yakını 1+1 50m2 Doğalgazlı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-manavkuyu-kiralik/daire/7457-120","57","18.000","15-04-2024","Kiralık Daire","3 +
                        1","120 m²","25
                      Yaşında","4. Kat","Bayraklı, Manavkuyu Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/3/1/9/4/2/4/1713200225753-42491312.jpg","","Manavkuyu Fatih Cami Yanı 3+1 120 M2 Doğal Gazlı Kiralık Arakat Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-yasar-kemal-kiralik/daire/117461-2982","39","11.000","15-04-2024","Kiralık Daire","2 +
                        1","87 m²","11
                      Yaşında","5. Kat","Karabağlar, Yaşar Kemal Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/8/5/8/4/2/4/7c90303a-4a9c-448e-bd0b-eeef588dd51c.jpeg","","İzmirde Limontepe/uzundere Toki Konutlarında 2+1 Kiralık Arakat"
"https://www.hepsiemlak.com/izmir-karabaglar-general-kazim-ozalp-kiralik/daire/124293-382","37","20.000","15-04-2024","Kiralık Daire","2 +
                        1","90 m²","3
                      Yaşında","2. Kat","Karabağlar, General Kazım Özalp Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/big-gayrimenkul-danismanligi-124293","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/8/2/6/4/2/4/1712314329-331233-42462844.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/9/2/4/2/1/d246e4c0-c7a0-442f-9117-ff4782bff785.jpg","Mimkent Site İçerisinde Yüzme Havuzlu Otoparklı Full Eşyalı Yada Eşyasız Lüks Kiralık Daire"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/6057-2313","60","450.000","15-04-2024","Kiralık Villa","3 +
                        1","160 m²","15
                      Yaşında","","Çeşme, Alaçatı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/4/5/5/4/2/4/285a9dca-de58-451e-b104-a7a0188bc734.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg","Class'tan Havuzlu Butik Sitede Sezonluk Veya Yıllık Şık Villa"
"https://www.hepsiemlak.com/izmir-karabaglar-esenyali-kiralik/daire/142036-110","32","27.500","15-04-2024","Kiralık Daire","3 +
                        1","130 m²","35
                      Yaşında","2. Kat","Karabağlar, Esenyalı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/pozitif-gayrimenkul-142036","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/4/1/5/4/2/4/e3feb8e6-1b81-4e81-92b5-354f33cd3685.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/3/0/2/4/1/edd4bee6-7c8a-49e0-9390-abac517ce137.jpg","Amerikan Koleji Karşısı Arakat Ayrı Mutfaklı 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/80082-204","54","20.000","15-04-2024","Kiralık Daire","3 +
                        1","130 m²","15
                      Yaşında","7. Kat","Buca, Kozağaç Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/4/9/4/4/2/4/1712335751772-42449437.jpg","","Buca Nasır Sitesinde 3+1 Ara Kat Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-goncalar-kiralik/daire/49446-4299","49","22.000","15-04-2024","Kiralık Daire","3 +
                        1","145 m²","25
                      Yaşında","6. Kat","Karşıyaka, Goncalar Mahallesi","","","","Girne Caddesi Üzerinde, Tadilatlı Köşe Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-mansuroglu-kiralik/daire/43396-55","19","20.000","15-04-2024","Kiralık Daire","3 +
                        1","135 m²","35
                      Yaşında","Yüksek Giriş","Bayraklı, Mansuroğlu Mahallesi","","","","Özkanlar Metro Bölge Durağına Yakın Kiralık Daire"
"https://www.hepsiemlak.com/izmir-urla-denizli-kiralik/villa/114115-960","58","80.000","15-04-2024","Kiralık Villa","3 +
                        1","120 m²","26
                      Yaşında","","Urla, Denizli Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/realty-world-urla-114115","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/1/4/1/1/3d160e1a-da6a-4c8b-a9d0-d14797c1fac3.jpg","","Çeşmealtında 3+1 Yüzme Havuzlu Site İçersinde Eşyalı Kiralık Yazlık"
"https://www.hepsiemlak.com/izmir-bayrakli-bayrakli-kiralik/daire/129267-288","17","25.000","16-04-2024","Kiralık Daire","2 +
                        1","85 m²","20
                      Yaşında","Bahçe Katı","Bayraklı, Bayraklı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/9/7/3/4/2/4/1712576731577-42437949.jpg","","Bayraklı Çarşı 2+1 Full Yeni Eşyalı 80 M2 Klimalıdır"
"https://www.hepsiemlak.com/izmir-balcova-egitim-kiralik/daire/77173-947","47","23.000","16-04-2024","Kiralık Daire","3 +
                        1","130 m²","10
                      Yaşında","2. Kat","Balçova, Eğitim Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/6/9/6/2/2/4/1708984573919-42269628.jpg","","Metroya Çok Yakın, Asansörlü, Doğalgazlı, Arakat, 20 Senelik  3+1,120 Mk Kiralık Daire"
