"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","he-lazy-image src"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-kanlica-kiralik/daire/116282-1106","12","3.000","15-04-2024","Kiralık Daire","1 +
                        1","80 m²","30
                      Yaşında","Bahçe Katı","Sılam Emlak'tan Kanlıca  Mahallesinde 1+1  Kıralık Daıre","Merkez, Kanlıca Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/7/1/3/4/2/4/3a9a350c-a337-480d-b746-0a040a42b176.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esentepe-kiralik/daire/143765-19","20","10.000","30-03-2024","Kiralık Daire","3 +
                        1","135 m²","28
                      Yaşında","2. Kat","Nokta Emlak'tan Esentepe Mh. 3+1 Kiralık Daire","Merkez, Esentepe Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/0/7/3/4/2/4/428fb898-e785-48c9-b2a9-2490527f29ea.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-maresal-fevzi-cakmak-kiralik/daire/109660-2612","26","6.500","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","17
                      Yaşında","4. Kat","Afyon Vizyon Emlaktan Mareşal Fevzi Çakmak Mahallesinde Kiralık 2+1 Bakımlı Daire!!!","Merkez, Mareşal Fevzi Çakmak Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/9/6/4/2/2/4/6b3efdf3-6f5b-4282-8272-75fcbe11cbbf.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dortyol-kiralik/daire/116282-1086","10","2.500","15-04-2024","Kiralık Daire","2 +
                        1","125 m²","10
                      Yaşında","2. Kat","Sılam Emlak Deprem Evlerden 2+1 Kiralık Daire","Merkez, Dörtyol Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/1/0/7/1/2/4/1707316015-987132-42170146.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-sahipata-kiralik/daire/141515-39","13","8.000","28-03-2024","Kiralık Daire","3 +
                        1","150 m²","25
                      Yaşında","1. Kat","Sahipata Mahallesinde 3+1 150 M2 1 Kat Kiralık Daire","Merkez, Sahipata Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/3/8/2/4/2/4/1711645408334-42428394.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-osman-gazi-kiralik/daire/109660-2628","18","6.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","17
                      Yaşında","Bahçe Katı","Afyon Vizyon Emlaktan Uydukent'te Kiralık 2+1 Bahçe Kat Eşyalı Daire!","Merkez, Osman Gazi Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/2/1/5/3/2/4/5a828376-10ff-4a97-ae33-dfbc76d87dd6.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/109660-2644","16","6.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","15
                      Yaşında","2. Kat","Afyon Vizyon Emlaktan Erenler'de Kiralık 2+1 Eşyalı Daire!","Merkez, Erenler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/2/0/9/4/2/4/12e6bbc7-96a0-415a-a74b-633fde5e2039.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-cay-asagi-kiralik/daire/133726-100","24","5.500","01-04-2024","Kiralık Daire","2 +
                        1","100 m²","30
                      Yaşında","En Üst Kat","Çarşı Merkezinde Kiralık 2+1 Daire","Çay, Aşağı Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/5/2/4/4/2/4/2db853c9-cf15-4fd0-885c-d934f97b5668.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esentepe-kiralik/daire/131685-99","11","8.500","11-04-2024","Kiralık Daire","2 +
                        1","105 m²","16
                      Yaşında","3. Kat","Hayalimden Güney Cephe Manzaralı Daire","Merkez, Esentepe Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/0/1/8/4/2/4/1a17ab20-598c-40f9-8092-8bf6703f6574.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-cay-aktas-kiralik/daire/133726-95","27","5.000","25-03-2024","Kiralık Daire","2 +
                        1","100 m²","21
                      Yaşında","2. Kat","Kiralık Merkezi Konumda Cadde Üstü 2+1 Daire","Çay, Aktaş Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/8/7/4/3/2/4/567eac34-444b-4926-a9e5-829b88993e7a.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-kanlica-kiralik/daire/143765-11","17","8.500","13-03-2024","Kiralık Daire","3 +
                        1","120 m²","18
                      Yaşında","2. Kat","Nokta Emlak'tan Kanlıca Mh.3+1 Kiralık Daire","Merkez, Kanlıca Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/5/8/4/3/2/4/2b805fa2-d276-418c-96fe-bc4f65b68986.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-cumhuriyet-kiralik/daire/129005-117","20","8.000","05-04-2024","Kiralık Daire","3 +
                        1","180 m²","25
                      Yaşında","2. Kat","Selam Emlak Ofisinden 3+1 Park Afyon Avm Ye Komşu Geniş Teraslı Daire","Merkez, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/5/4/1/3/2/4/bab11293-6dd7-409b-817c-d83ec91e237e.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-cay-sirinevler-kiralik/daire/133726-93","23","3.000","11-03-2024","Kiralık Daire","2 +
                        1","100 m²","20
                      Yaşında","Yarı Bodrum","Şirinevler Mah. Kiralık 2+1 Doğalgazlı Daire","Çay, Şirinevler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/4/1/9/2/2/4/184ef352-376a-4042-bf68-563644993164.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/143765-1","14","10.000","05-03-2024","Kiralık Daire","2 +
                        1","105 m²","16
                      Yaşında","En Üst Kat","Nokta Emlak'tan Dumlupınar Mah Kiralık 2+1 Afjetli Daire","Merkez, Dumlupınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/8/7/0/3/2/4/a5f247c5-c966-47a6-b75e-c2b933de6c9b.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-veysel-karani-kiralik/daire/110367-638","14","8.750","14-04-2024","Kiralık Daire","2 +
                        1","100 m²","2
                      Yaşında","1. Kat","Kiralık Daire","Merkez, Veysel Karani Mahallesi",""
"https://www.hepsiemlak.com/afyonkarahisar-dinar-pinarli-kiralik/ciftlik-evi/0-42475987","4","10.000","12-04-2024","Kiralık Çiftlik Evi","Stüdyo","3.200 m²","5
                      Yaşında","","Afyon İlinin Dinar İlçesine 5km Mesafede Kiralık Çiftlik","Dinar, Pınarlı Mahallesi",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dervis-pasa-kiralik/daire/138570-92","24","8.500","11-04-2024","Kiralık Daire","2 +
                        1","95 m²","31
                      Yaşında","3. Kat","Dost'tan Dervişpaşa'da Afjetli Kiralik 2+1 Daire","Merkez, Derviş Paşa Mahallesi",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esrefpasa-kiralik/daire/138570-88","30","6.500","24-03-2024","Kiralık Daire","2 +
                        1","100 m²","21
                      Yaşında","Yüksek Giriş","Dost'tan Eşrefpaşa Mahallesi Kiralık Geniş 2+1 Daire","Merkez, Eşrefpaşa Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/6/4/0/4/2/4/cda5be96-568c-44a7-a883-1904002c58da.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-ali-ihsan-pasa-kiralik/daire/0-42370950","12","7.000","28-03-2024","Kiralık Daire","1 +
                        1","90 m²","16
                      Yaşında","1. Kat","Sahibinden Kiralık Daire","Merkez, Ali İhsan Paşa Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/9/0/7/3/2/4/1710684129124-42370950.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/135861-68","11","7.000","14-03-2024","Kiralık Daire","2 +
                        0","60 m²","4
                      Yaşında","4. Kat","Afyonkarahisar Erenler Mahallesinde Kiralık 2+0","Merkez, Erenler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/0/8/5/3/2/4/1710436505504-42358047.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-bolvadin-imaret-kiralik/daire/0-42420147","10","4.250","27-03-2024","Kiralık Daire","2 +
                        1","76 m²","15
                      Yaşında","1. Kat","Sahibinden 2+1 Kiralık Daire","Bolvadin, İmaret Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/1/0/2/4/2/4/1711529976834-42420147.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-cumhuriyet-kiralik/daire/87840-3088","29","8.500","28-03-2024","Kiralık Daire","3 +
                        1","125 m²","22
                      Yaşında","Ara Kat","Öztürk Emlak'tan Merkez Cumhuriyet Mh'de Ara Kat Asansörlü Yalıtımlı Daire","Merkez, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/9/7/2/4/2/4/8101f71f-eb13-4664-b263-42b56e6df0e4.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-marulcu-kiralik/daire/0-42467155","9","8.500","06-04-2024","Kiralık Daire","1 +
                        1","48 m²","10
                      Yaşında","3. Kat","Stüdyo House'dan Kiralık 1+1 Full Eşyalı Yakıt İnternet Dahil","Merkez, Marulcu Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/1/7/6/4/2/4/l8Ouf6II1REqEUK8r4sJC.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esrefpasa-kiralik/daire/143765-2","16","4.500","05-03-2024","Kiralık Daire","3 +
                        1","100 m²","30
                      Yaşında","En Üst Kat","Nokta Emlak'tan Eşrefpaşa Mah Kiralık 2+1 Sobalı Daire","Merkez, Eşrefpaşa Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/0/8/0/3/2/4/b9ff5aff-0c81-4a70-90c3-cb700143ccf2.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-karsiyaka-kiralik/daire/87840-3090","21","5.500","03-04-2024","Kiralık Daire","1 +
                        1","55 m²","7
                      Yaşında","En Üst Kat","Öztürk Emlak'tan Karşıyaka Mh'de 1+1 Doğalgazlı 2. Kat Daire","Merkez, Karşıyaka Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/9/4/5/4/2/4/95447d46-a32c-4380-a848-212dd98b8ac3.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-suhut-haci-musa-kiralik/daire/0-41635758","18","8.000","26-02-2024","Kiralık Daire","3 +
                        1","120 m²","2
                      Yaşında","2. Kat","Şuhut Merkezde Kiralık Daire","Şuhut, Hacı Musa Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/7/5/3/6/1/4/x_fRvHdyb5BulfM90E_Ba.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-cumhuriyet-kiralik/daire/87840-3087","20","7.500","28-03-2024","Kiralık Daire","2 +
                        1","100 m²","17
                      Yaşında","1. Kat","Öztürk Emlak'tan Merkez Cumhuriyet Mh'de 2+1 D.Gazlı 1.Kat Daire","Merkez, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/8/7/2/4/2/4/9a7621fa-079a-4c8e-bdfd-35973d290ac5.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/143765-14","10","5.000","21-03-2024","Kiralık Daire","1 +
                        1","55 m²","25
                      Yaşında","Bodrum","Nokta Emlaktan Dumlupınar Mahllesinde 1+1 Kiralık Daire","Merkez, Dumlupınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/3/1/9/3/2/4/96645db4-c40c-423f-b92f-42a462895f21.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/109660-2587","32","10.000","03-04-2024","Kiralık Daire","3 +
                        1","140 m²","13
                      Yaşında","4. Kat","Afyon Vizyon Emlaktan Dumlupınar'da 3+1 Afjetli Kiralık Daire!!!","Merkez, Dumlupınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/6/2/4/0/2/4/ff3da5d0-dba6-4a5b-a4c2-73ac29287ce4.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-yunus-emre-kiralik/daire/87840-3086","19","7.500","22-03-2024","Kiralık Daire","1 +
                        1","50 m²","7
                      Yaşında","Ara Kat","Öztürk Emlak'tan Merkez'de Eşyalı Isı Yalıtımlı 1+1 1.Kat Daire","Merkez, Yunus Emre Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/7/6/9/3/2/4/ad90d280-9e05-43ec-8779-bb3a33a1bc78.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-karsiyaka-kiralik/daire/130507-65","12","10.000","15-03-2024","Kiralık Daire","2 +
                        1","90 m²","1
                      Yaşında","1. Kat","Afyon Karahisar İli Karşıyaka Mahallesinde 2+1 Sıfır Kiralık Daire","Merkez, Karşıyaka Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/0/0/0/2/2/4/ee834ef5-6f6b-4332-adb8-49713538c3e1.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-marulcu-kiralik/daire/138684-84","11","10.000","27-02-2024","Kiralık Daire","2 +
                        1","90 m²","20
                      Yaşında","Ara Kat","Afyon Sur Emlaktan Kadınana Caddesinde Eşyalı Daire","Merkez, Marulcu Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/2/0/9/4/1/4/c3630f78-5d8d-48b5-a4cc-e1311afa36e6.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/116282-1102","10","8.000","03-04-2024","Kiralık Daire","3 +
                        1","135 m²","25
                      Yaşında","4. Kat","Sılam Emlak'tan Dumlupınar Mahallesinde 3+1 Eşyalı Kıralık Daıre","Merkez, Dumlupınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/5/9/8/3/2/4/62760e89-5f6e-4e64-abe1-c57d4e10b9af.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/129005-114","17","12.500","05-03-2024","Kiralık Daire","3 +
                        1","120 m²","15
                      Yaşında","Kot 3","Dumlupınar Mahallesinde 2+1 Geniş Bakımlı Afjetli Bakımlı Lüx Daire","Merkez, Dumlupınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/2/7/3/9/1/4/568d7e71-795d-488a-8279-3c22643c41d5.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-kocatepe-kiralik/daire/109660-2638","25","12.500","04-04-2024","Kiralık Daire","3 +
                        1","120 m²","9
                      Yaşında","Ara Kat","Meteoroloji Karşısı 3+1 Kiralık Daire","Merkez, Kocatepe Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/3/7/1/4/2/4/65c65af5-a475-4f64-b6f6-4c85dce92ff9.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/135861-71","9","5.250","27-03-2024","Kiralık Daire","2 +
                        1","65 m²","4
                      Yaşında","4. Kat","Afyonkarahisar Erenler Mahallesinde Kiralık 2+1","Merkez, Erenler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/1/1/2/4/2/4/1711537588861-42421108.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-cumhuriyet-kiralik/daire/110367-625","20","10.000","22-02-2024","Kiralık Daire","3 +
                        1","120 m²","25
                      Yaşında","5. Kat","Kiralık Daire","Merkez, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/1/4/8/7/1/4/1700138334-372223-41784121.jpeg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esentepe-kiralik/daire/109660-2635","24","12.000","04-04-2024","Kiralık Daire","3 +
                        1","120 m²","9
                      Yaşında","1. Kat","Vizyon Emlaktan Esentepe Mahallesi Kiralık 3+1 Bakımlı Daire","Merkez, Esentepe Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/4/3/8/3/2/4/f8b5d813-96e9-4aeb-9277-34bf71a87cb3.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/135861-70","9","7.250","22-03-2024","Kiralık Daire","2 +
                        0","65 m²","5
                      Yaşında","2. Kat","Afyonkarahisar Erenler Mahallesinde Kiralık 2+0","Merkez, Erenler Mahallesi",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-sahipata-kiralik/daire/110367-602","17","8.500","14-04-2024","Kiralık Daire","2 +
                        1","95 m²","15
                      Yaşında","5. Kat","Kiralık Daire","Merkez, Sahipata Mahallesi",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/135861-69","8","6.750","22-03-2024","Kiralık Daire","1 +
                        1","55 m²","4
                      Yaşında","3. Kat","Afyonkarahisar Erenler Mahallesinde Kiralık 1+1","Merkez, Erenler Mahallesi",""
"https://www.hepsiemlak.com/afyonkarahisar-merkez-maresal-fevzi-cakmak-kiralik/daire/0-40912356","23","7.750","14-04-2024","Kiralık Daire","3 +
                        1","120 m²","20
                      Yaşında","2. Kat","Kıralık Daıre  Afyonkarahısarmerkrzınde 3+1 Arakat Dogalgazlı  Kıralık Daire","Merkez, Mareşal Fevzi Çakmak Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/3/2/1/9/0/4/7Ixa4LKlR8tWqf2CRlNiE.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-kanlica-kiralik/daire/109660-2620","18","10.000","04-04-2024","Kiralık Daire","2 +
                        1","90 m²","6
                      Yaşında","Ara Kat","Kanlıca Tokilerde Kiralık 2+1 Daire","Merkez, Kanlıca Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/5/2/0/3/2/4/5564b364-db29-444c-9d71-9bc8ec80d277.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-veysel-karani-kiralik/daire/109660-2616","14","3.500","02-04-2024","Kiralık Daire","2 +
                        1","90 m²","20
                      Yaşında","Bodrum","Afyon Vizyon Emlaktan Veysel Karani Mh.Kiralık 2+1 Bodrum Kat Daire!!!","Merkez, Veysel Karani Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/3/3/7/2/2/4/d8e27e8f-a815-4397-b631-06b6294b5199.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-maresal-fevzi-cakmak-kiralik/daire/138570-85","27","10.000","26-03-2024","Kiralık Daire","4 +
                        1","145 m²","10
                      Yaşında","1. Kat","Dost'tan Mfç Mahallesi'nde Kiralık 4+1 Daire","Merkez, Mareşal Fevzi Çakmak Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/9/4/7/2/2/4/1709061683331-42274937.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/131145-127","10","5.000","29-02-2024","Kiralık Daire","1 +
                        1","45 m²","5
                      Yaşında","Çatı Katı","Erenler Mahallesi 1+1kiralik Eşyalı","Merkez, Erenler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/8/1/2/2/2/4/1708173869257-42221896.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-esrefpasa-kiralik/daire/138570-84","20","4.500","27-02-2024","Kiralık Daire","3 +
                        1","110 m²","15
                      Yaşında","Bodrum","Dost'tan Eşrefpaşa'da Kiralik 3+1 Bahçe Katı","Merkez, Eşrefpaşa Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/9/4/7/2/2/4/1709061202488-42274907.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-dumlupinar-kiralik/daire/116282-1074","6","10.000","06-04-2024","Kiralık Daire","1 +
                        1","60 m²","18
                      Yaşında","3. Kat","Sılam Emlak'tan Dumlupınar Mahallesinde 1+1 Eşyalı Kıralık Daıre","Merkez, Dumlupınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/6/7/0/0/2/4/efa90db1-fe85-4303-84df-6079bfb76158.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-erenler-kiralik/daire/135861-66","17","6.600","21-02-2024","Kiralık Daire","2 +
                        1","70 m²","5
                      Yaşında","2. Kat","Afyonkarahisar Erenler Mahallesinde Kiralık 2+1","Merkez, Erenler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/3/4/2/2/4/1708523302150-42243536.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-nazmi-saatci-kiralik/daire/121846-697","15","9.000","06-03-2024","Kiralık Daire","4 +
                        1","135 m²","15
                      Yaşında","Ara Kat","Afyonkarahisar Toprak Emlaktan","Merkez, Nazmi Saatçi Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/0/1/0/1/2/4/1706109981981-42101050.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-yunus-emre-kiralik/daire/87840-3070","33","6.500","16-04-2024","Kiralık Daire","2 +
                        0","55 m²","15
                      Yaşında","2. Kat","Öztürk Emlaktan Merkezde Isınma Dahil Eşyalı 2+0  Kiralık Daire","Merkez, Yunus Emre Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/0/6/1/2/2/4/3ff9ce7e-6812-4124-957b-f314b8ab12fc.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-cumhuriyet-kiralik/daire/138546-144","28","12.000","09-02-2024","Kiralık Daire","1 +
                        1","60 m²","Sıfır Bina","2. Kat","Plaza Emlak'dan Merkez'de Sıfır Kiralık Eşyalı Daire","Merkez, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/8/6/6/0/2/4/0399c05d-ae14-4d44-904b-6c6d6f6dbaad.jpg"
"https://www.hepsiemlak.com/afyonkarahisar-merkez-nazmi-saatci-kiralik/daire/87840-3079","21","8.000","05-03-2024","Kiralık Daire","3 +
                        1","115 m²","6
                      Yaşında","1. Kat","Öztürk Emlak!Tan Harbiş Nazmi Saatçi'de 3+1 D.Gazlı Daire","Merkez, Nazmi Saatçi Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/2/6/0/3/2/4/1468e02d-cc9b-44b0-950a-c00e5fac488a.jpg"
