"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-cigli-yeni-mahalle-kiralik/daire/21001-17504","34","11.000","18-03-2024","Kiralık Daire","2 +
                        1","100 m²","15
                      Yaşında","Yüksek Giriş","Çigli K.Çiglide Yapılı 2+1 Kapalı Mutfak Daire Çigli Serkan Emlak Güvencesiyle","Çiğli, Yeni Mahalle Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/6/2/7/3/2/4/5ed3e50e-8bd9-418e-bf3f-bc093a8ddf51.jpg",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/6057-2308","40","380.000","20-03-2024","Kiralık Villa","3 +
                        1","160 m²","15
                      Yaşında","","Class'tan Alaçatı Çamlık Yol Civarı Havuzlu Sitede Sezonluk Villa","Çeşme, Alaçatı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/3/4/4/2/2/4/bbe56f1f-b210-41df-bd23-f7821374bb9b.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-doganay-kiralik/daire/23746-16960","35","20.000","06-04-2024","Kiralık Daire","3 +
                        1","130 m²","30
                      Yaşında","4. Kat","Doğanay Mh Ordu Cd Üzeri 3+1 130m2 Arakat Doğalgazlı Asansörlü Full Eşyalı Kiralık Daire","Karabağlar, Doğanay Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/4/6/2/9/1/4/84e04ef3-2d75-41b2-8c0a-2fe6947edd12.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg"
"https://www.hepsiemlak.com/izmir-cesme-altinyunus-kiralik/daire/2152-8696","27","210.000","24-03-2024","Kiralık Daire","1 +
                        1","45 m²","3
                      Yaşında","Yarı Bodrum","Ege Emlaktan Altınyunus Mh. 1+1 Havuzlu Sitede Denize Yakın","Çeşme, Altınyunus Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-2152","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/5/3/2/0/2/4/cf70886d-5e5a-4056-8050-4a409c6f8250.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/5/1/2/0/0/ff89e351-5d21-40e6-9bfb-f53a5843be8d.jpg"
"https://www.hepsiemlak.com/izmir-cesme-altinyunus-kiralik/villa/92171-573","26","280.000","05-03-2024","Kiralık Villa","3 +
                        1","440 m²","9
                      Yaşında","","Çeşme Ilıca Altınyunus'a Yakın Müstakil Havuzlu Denize Sıfır Sezonluk Villa","Çeşme, Altınyunus Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/emart-gayrimenkul-92171","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/1/8/9/1/8/3/e7884a99-d15a-4474-9ae9-7713c62d9cd9.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/7/1/2/9/0/e5e233bd-a8a4-4c1c-a80e-ef80c96512cb.jpg"
"https://www.hepsiemlak.com/izmir-cesme-16-eylul-kiralik/daire/129272-1020","11","325.000","09-03-2024","Kiralık Daire","1 +
                        1","132 m²","Sıfır Bina","2. Kat","İzmir Çeşme Ayasaranda Koyu Marinerada Eşyalı Kiralık Daire","Çeşme, 16 Eylül Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-art-129272/canan-yakin-3258107","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/5/4/1/3/2/4/d2a2d0da-e185-4497-9215-d1faad6562bc.jpg","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/7/0/1/8/5/2/3/50a36a05-fab5-4046-86fa-009f576ef252.jpg"
"https://www.hepsiemlak.com/izmir-balcova-fevzi-cakmak-kiralik/daire/10374-3404","19","20.000","19-03-2024","Kiralık Daire","3 +
                        1","121 m²","7
                      Yaşında","4. Kat","Kolej Ofis Gay. Yedi Yaşında Jeotermalli Kiralık 3+1 Daire","Balçova, Fevzi Çakmak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/4/9/2/3/0/8/5/3/917a9460-f341-4057-8f2a-e68d75e5a999.jpg",""
"https://www.hepsiemlak.com/izmir-buca-adatepe-kiralik/daire/109159-103","12","8.500","01-04-2024","Kiralık Daire","Stüdyo","45 m²","4
                      Yaşında","2. Kat","Safir'den Doğal Gazlı/klimalı/balkonlu Kız Öğrenciye Kiralık 1+0","Buca, Adatepe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-ve-yatirim-danismanligi-109159","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/2/9/9/3/2/4/2cc08988-0177-4b31-9d00-0bd620be970a.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/1/9/0/1/7c84690d-8342-4679-a6d5-900f4d139a48.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-kazim-karabekir-kiralik/daire/128275-358","12","15.000","05-04-2024","Kiralık Daire","3 +
                        1","110 m²","14
                      Yaşında","En Üst Kat","Güneş Evinizde👏","Karabağlar, Kazım Karabekir Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/6/4/1/3/2/4/1709730525715-42314624.jpg",""
"https://www.hepsiemlak.com/izmir-buca-aydogdu-kiralik/daire/2499-11106","60","30.000","07-04-2024","Kiralık Daire","3 +
                        1","141 m²","8
                      Yaşında","En Üst Kat","Oyak Buca 2.Etap Havuz Ve Deniz Manzaralı Kiralık Daire","Buca, Aydoğdu Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-model-2499","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/7/0/7/4/2/4/493a6c1e-1502-4a63-b701-974d048a97b4.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/9/4/2/0/0/f5c7bc72-69e6-483e-ac20-2278c82a8850.jpg"
"https://www.hepsiemlak.com/izmir-menemen-istiklal-kiralik/daire/134354-525","45","25.000","02-04-2024","Kiralık Daire","4 +
                        1","145 m²","1
                      Yaşında","7. Kat","Remaxtarget'tan Kent 2 'de Teraslı 4+1 Kiralık Daire","Menemen, İstiklal Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-target-134354","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/3/5/4/4/2/4/eadce758-104f-45ba-ac11-28beafdc8efb.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/5/3/4/3/1/c29da5e5-2d31-47db-9e22-fb01089896b7.jpg"
"https://www.hepsiemlak.com/izmir-foca-haciveli-kiralik/daire/141719-184","26","16.000","01-04-2024","Kiralık Daire","3 +
                        1","110 m²","Sıfır Bina","2. Kat","Bağarası Hacıveli Mah Kiralık 3+1 Daire","Foça, Hacıveli Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-nokta-141719","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/7/1/4/1/4e138365-5a80-447a-b590-5e99a07bfd51.jpg",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/94349-509","40","25.000","30-03-2024","Kiralık Daire","3 +
                        1","170 m²","31
                      Yaşında","5. Kat","Bostanlı Denize Yakın Köşe 4 Cephesi Açık 3+1 Son Kat Kiralık Daire","Karşıyaka, Bostanlı Mahallesi","","",""
"https://www.hepsiemlak.com/izmir-buca-efeler-kiralik/daire/130324-597","35","25.000","09-04-2024","Kiralık Daire","3 +
                        1","110 m²","2
                      Yaşında","4. Kat","Güneş Emlak'tan 3+1 110 M2 D.Gazlı Balkon Asansör Otopark Sıfır","Buca, Efeler Mahallesi","","",""
"https://www.hepsiemlak.com/izmir-bayrakli-tepekule-kiralik/daire/129267-284","35","12.000","29-03-2024","Kiralık Daire","3 +
                        1","120 m²","19
                      Yaşında","3. Kat","Bayraklı Tepekule Mah. İlçe Emniyet Yakını 3+1 115 M2","Bayraklı, Tepekule Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/4/1/2/4/2/4/1711540613386-42421473.jpg",""
"https://www.hepsiemlak.com/izmir-narlidere-yenikale-kiralik/daire/21671-6268","38","25.000","15-04-2024","Kiralık Daire","2 +
                        1","90 m²","20
                      Yaşında","2. Kat","A24 Site Emlak Narlıdere Yenikale Mah. Jeotermalli 136 M2 Asansörlü 2+1 Kiralık Daire","Narlıdere, Yenikale Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/a24-site-gayrimenkul-danismanligi-21671","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/9/6/7/3/2/4/a47818db-8a15-46cd-bfe6-9a4d9892ba1d.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/7/6/1/2/0/4e5cad35-93a5-491e-ae0f-db15c85db668.jpg"
"https://www.hepsiemlak.com/izmir-buca-guven-kiralik/daire/24511-8791","42","9.250","03-04-2024","Kiralık Daire","Stüdyo","35 m²","30
                      Yaşında","2. Kat","Güven Mh. Şirinyer Merkezde 1+0 Ful Eşyalı Kiralık Daire","Buca, Güven Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/6/4/4/3/2/4/3686404f-9d91-41db-b545-c6a69f375d0a.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/5/4/2/0/3922f0dd-473c-43e4-b321-1b243510615a.jpg"
"https://www.hepsiemlak.com/izmir-foca-fevzipasa-kiralik/daire/141619-65","16","37.500","14-04-2024","Kiralık Daire","2 +
                        1","65 m²","35
                      Yaşında","1. Kat","Eskifoça Merkezde 2+1 Eşyalı Sezonluk Kiralık Daire","Foça, Fevzipaşa Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/startkey-1872-gayrimenkul-141619","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/5/6/6/2/2/4/5ce496b6-2ad5-4d75-87fe-d49fc01adc6c.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/6/1/4/1/2040b5a6-c4ac-4ce3-b35b-969f7f261962.jpg"
"https://www.hepsiemlak.com/izmir-cesme-ilica-kiralik/villa/83337-1421","52","600.000","15-04-2024","Kiralık Villa","3 +
                        1","300 m²","5
                      Yaşında","","Sezgin Kartal...Çeşme Ayayorgi Yakını Sezonluk Kiralık Modern Havuzlu Villa","Çeşme, Ilıca Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/sezgin-kartal-gayrimenkul-83337","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/9/5/7/2/0/4/1677601802-133951-40275920.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/3/3/3/8/0/ef3ac6f9-34f9-4fb2-a910-c0cf4a199584.jpg"
"https://www.hepsiemlak.com/izmir-buca-adatepe-kiralik/daire/0-42389972","8","11.000","21-03-2024","Kiralık Daire","1 +
                        1","55 m²","5
                      Yaşında","Ara Kat","Buca Adatepe Mah Kiralık 1+1 Eşyalı","Buca, Adatepe Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/9/9/8/3/2/4/1711011580813-42389972.jpg",""
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/144128-1","8","350","27-03-2024","Kiralık Daire","1 +
                        1","65 m²","5
                      Yaşında","2. Kat","1+1ve 2+1 Günlük Haftalık Aylık Kiralık Daireler","Çiğli, Balatçık Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gurbuz-apart-144128","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/8/7/8/3/2/4/b7b30d05-69ea-4b87-a232-141b8291d21a.jpg","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/63779-227","25","15.500","06-03-2024","Kiralık Daire","3 +
                        1","122 m²","33
                      Yaşında","7. Kat","Bornova Ege Üniversite Hastane,Metro Karşısında,Doğalgazlı,3+1","Bornova, Kazımdirik Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/3/8/4/1/2/4/b5558295-ea97-4fd9-939c-dd53c09557b9.jpg",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/36744-4748","30","500.000","13-04-2024","Kiralık Villa","3 +
                        1","130 m²","9
                      Yaşında","","Alaçatı'da Sezonluk Kiralık Tek Müstakil Havuzlu 3+1 Villa","Çeşme, Alaçatı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/arda-gayrimenkul-yatirim-danismanligi-36744","https://hecdn01.hemlak.com/mncropresize/182/137/9/9/7/4/9/5/3/3/ff1c2c30-87ef-45ac-a7b9-521c7c783c4b.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/4/7/6/3/0/877a05ac-81bf-4041-917d-b7308f59f87f.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-adalet-kiralik/daire/35475-6641","10","16.000","09-04-2024","Kiralık Daire","3 +
                        1","130 m²","25
                      Yaşında","2. Kat","Turyap Tan Bayraklı Merkez Adelet Mah.3+1 Kiralık Daire","Bayraklı, Adalet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/turyap-bayrakli-manavkuyu-temsilciligi-35475","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/4/2/3/4/2/4/a48a40a8-8418-4550-b3bb-c2962aa699f5.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/7/4/5/3/0/f43ce2fb-220f-453d-b636-8ad553533560.jpg"
"https://www.hepsiemlak.com/izmir-karaburun-mordogan-kiralik/mustakil-ev/100034-466","18","200.000","11-03-2024","Kiralık Müstakil Ev","3 +
                        1","200 m²","20
                      Yaşında","","Karaburun Ardıç'ta Denize 50 M Sezonluk Kiralık Ev","Karaburun, Mordoğan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-kiyi-100034","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/4/9/3/3/2/4/32312533-217a-4e98-9ac0-722c06205976.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/0/0/0/1/8738e3b8-10e1-47df-b51c-4cb3a8862b10.jpg"
"https://www.hepsiemlak.com/izmir-bornova-erzene-kiralik/daire/90799-633","24","20.500","24-02-2024","Kiralık Daire","3 +
                        1","130 m²","28
                      Yaşında","1. Kat","Zengin Emlak Tan 3+1 Kiralık Daire","Bornova, Erzene Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/7/9/9/0/2/4/1707120329035-42099721.jpg",""
"https://www.hepsiemlak.com/izmir-karabaglar-doganay-kiralik/daire/79070-4047","17","13.500","06-04-2024","Kiralık Daire","3 +
                        1","105 m²","30
                      Yaşında","2. Kat","Karabağlar Doğanay Mah.İçi Full Yapılı Arakat 3+1 Kiralık Daire","Karabağlar, Doğanay Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/3/8/8/2/1/4/1692034899152-41288310.jpg",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/22752-16190","24","25.000","12-04-2024","Kiralık Daire","3 +
                        1","145 m²","26
                      Yaşında","5. Kat","Remax Güldeniz Bostanlı Geniş Ferah Kullanışlı Kiralık 3+1","Karşıyaka, Bostanlı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-terminal-22752","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/2/2/9/1/4/e142dba6-6df6-4778-bdfd-fe4db71422c2.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/5/7/2/2/0/100226b5-97b7-47dc-acc3-6bd45fe7e7a2.jpg"
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/111716-941","19","11.500","13-04-2024","Kiralık Daire","2 +
                        1","80 m²","15
                      Yaşında","Bahçe Katı","Buca Hasanağa Bahçesi Yakını 2+1 Esyalı Ayrı Mutfak Bahçeli Klimalı Kiralik Daire","Buca, Atatürk Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/5/3/7/4/2/4/1712562648499-42473563.jpg",""
"https://www.hepsiemlak.com/izmir-menderes-kuner-kiralik/daire/9397-1642","17","17.000","18-03-2024","Kiralık Daire","2 +
                        1","120 m²","7
                      Yaşında","2. Kat","Menderes'de Cadde Üstü Eşyalı 2+1kiralık Daire.","Menderes, Küner Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/murat-emlak-9397","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/8/9/1/9/0/4/42810e40-8c1a-48aa-a1ea-4a4a3c010d75.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/3/9/0/0/0bfbf335-0b2d-4025-b792-ddfa1d8ea766.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/daire/23958-1955","20","4.500","06-04-2024","Kiralık Daire","2 +
                        1","130 m²","12
                      Yaşında","Bahçe Katı","Elit'den Çeşme Alaçatı Merkezi Konumda Bayram Tatili Veya Sezonluk Kiralık 2+1 Daire","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/1/7/6/4/2/4/9152ffd4-c74d-4b61-b8ed-242e5ad79a45.jpg",""
"https://www.hepsiemlak.com/izmir-seferihisar-colak-ibrahim-bey-kiralik/daire/119895-2293","16","17.000","03-04-2024","Kiralık Daire","2 +
                        1","85 m²","Sıfır Bina","En Üst Kat","Seferihisar Çolak İbrahim Bey Mahallesinde Huzurlu Doğa Manzaralı  2+1 Kiralık Daire","Seferihisar, Çolak İbrahim Bey Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-3-119895","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/7/6/2/4/2/4/fa6f6aa8-fd2f-4ebd-882d-50d9e943a6ee.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/8/9/1/1/96681a8d-acf4-4d1c-b71b-06316dd8f3d1.jpg"
"https://www.hepsiemlak.com/izmir-cesme-cakabey-kiralik/villa/4993-3487","16","800.000","30-03-2024","Kiralık Villa","4 +
                        1","300 m²","4
                      Yaşında","","Çeşme Mamurbaba'da Müstakil Havuzlu Sezonluk Kiralık 4+1 Villa","Çeşme, Çakabey Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/cesme-atilla-emlak-4993","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/4/7/2/9/8/3/31c87dec-36b8-4ff4-b584-0ea5d1b12600.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/9/9/4/0/0/925a2600-78bb-4e8f-b636-5c95b8a20f62.jpg"
"https://www.hepsiemlak.com/izmir-bornova-evka-4-kiralik/daire/18015-1898","23","17.000","16-03-2024","Kiralık Daire","2 +
                        1","80 m²","25
                      Yaşında","8. Kat","2+1 Eşyalı Kombili Full Yapılı Daire","Bornova, Evka 4 Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/1/4/7/2/2/4/142a3069-9eba-4a13-a116-709a7b48f9a8.jpg",""
"https://www.hepsiemlak.com/izmir-buca-yaylacik-kiralik/daire/71024-709","20","10.000","27-03-2024","Kiralık Daire","1 +
                        1","50 m²","5
                      Yaşında","Yüksek Giriş","Markadan Adatepe Mahallesinde Eşyalı Balkonlu Klimalı 1+1 Kiralık Daire","Buca, Yaylacık Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/6/9/1/4/2/4/c5563830-5983-4712-b429-51c438fdbe14.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg"
"https://www.hepsiemlak.com/izmir-gaziemir-hurriyet-kiralik/daire/105870-841","16","13.000","15-04-2024","Kiralık Daire","3 +
                        1","120 m²","15
                      Yaşında","Giriş Katı","Çınar Emlak’tan Gaziemir Sarnıç’ta Kiralık Bahçeli 3+1 Daire","Gaziemir, Hürriyet Mahallesi","","",""
