"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","he-lazy-image src","img-wrp href","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-karsiyaka-tuna-kiralik/daire/134354-430","32","30.000","02-04-2024","Kiralık Daire","3 +
                        1","110 m²","4
                      Yaşında","Yüksek Giriş","Remax Targetten Karşıyaka Tuna Mahallesinde Eşyalı Kiralık Daire","Karşıyaka, Tuna Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/0/0/1/3/2/4/18da4a6a-8aa1-4008-99e0-5cdc7a5231ab.jpeg","https://www.hepsiemlak.com/emlak-ofisi/remax-target-134354","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/5/3/4/3/1/c29da5e5-2d31-47db-9e22-fb01089896b7.jpg"
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/4981-8216","27","36.000","13-03-2024","Kiralık Daire","3 +
                        1","200 m²","37
                      Yaşında","7. Kat","Alsancak Sevınç Sokagında Kıralık Daire","Konak, Alsancak Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/5/5/1/2/2/4/b07cade3-1993-4e18-b9c0-40f7cdd64fff.jpg","",""
"https://www.hepsiemlak.com/izmir-konak-goztepe-kiralik/daire/117663-1569","27","20.000","16-02-2024","Kiralık Daire","3 +
                        1","140 m²","31
                      Yaşında","4. Kat","🏢 Göztepe Mahallesinde Deniz Manzaralı, Bakımlı 3+1 Kiralık Daire 🏢 Kod789","Konak, Göztepe Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/6/1/0/6/1/4/29ec49df-ea62-462a-bf19-43a756192c98.jpg","",""
"https://www.hepsiemlak.com/izmir-narlidere-yenikale-kiralik/daire/21671-6263","23","19.000","04-04-2024","Kiralık Daire","3 +
                        1","130 m²","28
                      Yaşında","3. Kat","A24 Site Emlak Narlıdere Narlı Mh Kiralık Arakat Daire","Narlıdere, Yenikale Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/4/9/0/3/2/4/8b2d8f6e-b724-4525-a295-16dbdc261e08.jpg","https://www.hepsiemlak.com/emlak-ofisi/a24-site-gayrimenkul-danismanligi-21671","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/7/6/1/2/0/4e5cad35-93a5-491e-ae0f-db15c85db668.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-esenlik-kiralik/daire/23746-16999","35","12.000","08-03-2024","Kiralık Daire","2 +
                        1","100 m²","28
                      Yaşında","1. Kat","Esenlik Mh Eski Hamam Sokağında 2+1 100m2 Arakat Doğalgazlı Asansörlü Kiralık Daire","Karabağlar, Esenlik Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/4/0/7/0/2/4/7e9bd983-8051-4b10-9223-9c6e8ca7b23a.jpg","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg"
"https://www.hepsiemlak.com/izmir-selcuk-isa-bey-kiralik/daire/131958-187","5","2.250.000","26-03-2024","Kiralık Daire","2 +
                        1","60 m²","30
                      Yaşında","3. Kat","Selçuk Merkezde Satılık Ofis","Selçuk, İsa Bey Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/9/2/6/8/1/4/1701683922750-41862976.jpg","https://www.hepsiemlak.com/emlak-ofisi/gezer-emlak-gayrimenkul-danismanligi-131958","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/9/1/3/1/5b03bcde-c866-43e2-8cd5-593866924147.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-1642","35","200.000","09-04-2024","Kiralık Yazlık","3 +
                        1","130 m²","7
                      Yaşında","Villa Katı","(a1642) Denize Yakın, Özel Havuz Ve Bahçe, Cumbalı Taş Villa.","Çeşme, Alaçatı Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/3/0/0/0/8/3/68585d20-7ea6-49ad-8e3f-8e6956e34ea2.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-menemen-29-ekim-kiralik/daire/31745-20887","24","25.000","25-03-2024","Kiralık Daire","3 +
                        1","150 m²","2
                      Yaşında","2. Kat","Bulvar Suıt'te Boş Kiralık Daire","Menemen, 29 Ekim Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/0/9/0/4/2/4/1711358243533-42409077.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/2186-11151","32","30.000","07-02-2024","Kiralık Daire","4 +
                        1","341 m²","5
                      Yaşında","7. Kat","Çiğli Ataşehir Mahallesinde Kiralık  4+1 Teraslı Lüks Dubleks Daire","Çiğli, Ataşehir Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/3/2/9/6/0/4/5c881613-754c-4b4b-b646-5bed414c862b.jpg","https://www.hepsiemlak.com/emlak-ofisi/koyculer-gayrimenkul-limited-2186","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/8/1/2/0/0/5dd54d82-40a8-4053-b1d2-b37f691b512a.jpg"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/112706-6706","28","22.000","14-03-2024","Kiralık Daire","1 +
                        1","60 m²","3
                      Yaşında","3. Kat","Mert Uçar'dan Kiralık Ataşehir Modern 2 De Ara Kat 1+1 Daire","Çiğli, Ataşehir Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/5/8/5/3/2/4/3dbcfec6-bc71-4694-aac8-cd975d5a9e5b.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg"
"https://www.hepsiemlak.com/izmir-menemen-gazi-mustafa-kemal-kiralik/daire/142520-85","9","10.750","04-04-2024","Kiralık Daire","1 +
                        1","55 m²","Sıfır Bina","3. Kat","Seyrek Merkezde Full Eşyalı Kiralık 1+1 Daire","Menemen, Gazi Mustafa Kemal Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/1/9/5/4/2/4/9bfd4786-e7c9-465f-a603-fef0003a2a7d.jpg","https://www.hepsiemlak.com/emlak-ofisi/nexus-world-gayrimenkul-yatirim-danismanligi-142520/burcin-atilgan-4030648","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/8/4/6/0/3/0/4/ccf24b8f-02e2-4b81-b46f-52d1e2aac842.jpg"
"https://www.hepsiemlak.com/izmir-balcova-onur-kiralik/daire/9163-946","26","18.000","30-03-2024","Kiralık Daire","2 +
                        1","85 m²","28
                      Yaşında","Yüksek Giriş","Balçova I Ulusalofis Merkezi Konumda Eşyalı Termalli Bakımlı Müstakil Bahçeli Daire","Balçova, Onur Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/4/6/1/2/4/1707227621705-42164142.jpg","",""
"https://www.hepsiemlak.com/izmir-karabaglar-bahar-kiralik/daire/24845-1671","26","10.000","26-01-2024","Kiralık Daire","1 +
                        1","80 m²","40
                      Yaşında","Giriş Katı","Antre Emlak'tan Kiralık Bahar Mahallesinde Hastane Yakını 1+1 Doğalgazlı Giriş Kat Daire","Karabağlar, Bahar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/6/9/8/0/2/4/b67046f3-61d9-4b87-b70c-a9a6e26f11b5.jpg","",""
"https://www.hepsiemlak.com/izmir-konak-tuzcu-kiralik/daire/0-41909541","14","9.000","14-04-2024","Kiralık Daire","1 +
                        1","50 m²","30
                      Yaşında","Yüksek Giriş","Sahibinden Eşyalı Daire.İkiçeşmelik Cami Girişinde.","Konak, Tuzcu Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/5/9/0/9/1/4/1702546947400-41909541.jpg","",""
"https://www.hepsiemlak.com/izmir-dikili-candarli-kiralik/daire/0-31861273","14","160.000","04-02-2024","Kiralık Daire","3 +
                        1","120 m²","10
                      Yaşında","Yüksek Giriş","Çandarlı Merkezde ; Sahibinden , Sezonluk , Eşyalı Kiralık Daire","Dikili, Çandarlı Mahallesi","","",""
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/70103-645","22","10.500","12-04-2024","Kiralık Daire","2 +
                        1","85 m²","11
                      Yaşında","Kot 1","Buca Atatürk Mahallesinde Doğalgazlı Kiralik 2+1 Daire","Buca, Atatürk Mahallesi","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/0/1/0/7/0/f4efc9dc-adfa-4d9f-804a-19db702a46c4.jpg","https://www.hepsiemlak.com/emlak-ofisi/egebay-gayrimenkul-70103",""
"https://www.hepsiemlak.com/izmir-buca-hurriyet-kiralik/daire/24511-8758","20","16.500","25-03-2024","Kiralık Daire","2 +
                        1","80 m²","7
                      Yaşında","Yüksek Giriş","Buca Şirinyer Hürriyet Mh. 2+1 80m2 Doğalgazlı Kiralık Daire","Buca, Hürriyet Mahallesi","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/5/4/2/0/3922f0dd-473c-43e4-b321-1b243510615a.jpg","https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511",""
"https://www.hepsiemlak.com/izmir-cesme-16-eylul-kiralik/daire/123480-148","15","13.000","13-02-2024","Kiralık Daire","2 +
                        1","120 m²","2
                      Yaşında","Giriş Katı","Çeşme'de Bahçeli Kiralık Daire","Çeşme, 16 Eylül Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/9/2/2/4/1/4/1e196bec-a250-4587-94a2-3c39a390be22.jpg","",""
"https://www.hepsiemlak.com/izmir-balcova-cetin-emec-kiralik/daire/124293-377","10","18.000","13-03-2024","Kiralık Daire","2 +
                        1","100 m²","30
                      Yaşında","4. Kat","Balçova Eğitim Mahallesinde 2+1 Doğalgazlı Eşyalı Kiralık Daire","Balçova, Çetin Emeç Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/8/2/5/3/2/4/1710362486-112427-42352805.jpeg","https://www.hepsiemlak.com/emlak-ofisi/big-gayrimenkul-danismanligi-124293","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/9/2/4/2/1/d246e4c0-c7a0-442f-9117-ff4782bff785.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/109159-74","14","10.000","01-04-2024","Kiralık Daire","1 +
                        1","60 m²","3
                      Yaşında","1. Kat","Safir'den Kuruçeşme Mahallesinde 1+1 Kiralık Daire","Buca, Kuruçeşme Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/7/6/9/3/2/4/c48d9ff1-6c71-444c-823a-533f14204d1a.jpeg","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-ve-yatirim-danismanligi-109159","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/1/9/0/1/7c84690d-8342-4679-a6d5-900f4d139a48.jpg"
"https://www.hepsiemlak.com/izmir-cesme-ardic-kiralik/villa/6057-2000","60","100.000","24-03-2024","Kiralık Villa","3 +
                        1","170 m²","15
                      Yaşında","","Ardıçta 2 Villanın Kullandığı Ortak Kullanım Havuzlu Denize Yakın Haziran Ayı","Çeşme, Ardıç Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/2/8/0/2/5/3/c304f48a-276e-49a7-980e-aa785bf4bce9.jpg","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/villa/23537-2180","25","120.000","13-02-2024","Kiralık Villa","4 +
                        1","745 m²","5
                      Yaşında","","Forum Bornova Karşısında Tripleks Villa","Bornova, Kazımdirik Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/5/8/9/1/2/4/1707820731036-42198571.jpg","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-mavisehir-kiralik/daire/57038-1650","25","45.000","26-03-2024","Kiralık Daire","3 +
                        1","165 m²","16
                      Yaşında","16. Kat","Mavişehir'de Eşyalı Kiralık 3+1 Daire","Karşıyaka, Mavişehir Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/2/9/2/8/1/4/1ce19070-ee03-49b6-80f3-053055bf7962.jpeg","https://www.hepsiemlak.com/emlak-ofisi/eskidji-atasehir-bolge-ortakligi-57038","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/3/0/7/5/0/420860c6-b75c-4552-9cb3-bc4e15a1052b.jpg"
"https://www.hepsiemlak.com/izmir-cesme-reisdere-kiralik/daire/104662-571","9","175.000","12-03-2024","Kiralık Daire","2 +
                        1","100 m²","15
                      Yaşında","1. Kat","Çeşme Reisdere De Yaz Sezonu Kiralık 2+1 Eşyalı Daire","Çeşme, Reisdere Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/3/7/7/2/2/4/1709113702-998627-42277319.jpeg","https://www.hepsiemlak.com/emlak-ofisi/zehra-zurnaci-gayrimenkul-ve-danismanlik-104662","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/6/6/4/0/1/704f52e2-7d0d-4993-b58a-aa2a9fd5eeae.jpg"
"https://www.hepsiemlak.com/izmir-guzelbahce-kahramandere-kiralik/villa/66531-1310","35","125.000","12-02-2024","Kiralık Villa","5 +
                        2","380 m²","10
                      Yaşında","","Güzelbahçe Kahramandere'de Deniz Manzaralı Özel Havuzlu Trıpleks","Güzelbahçe, Kahramandere Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/6/5/9/1/2/4/218f5486-6664-406e-b445-b82fa5eaa353.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-flex-66531","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/3/5/6/6/0/d4056d19-3d84-453a-bfd9-464345248c26.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-gulyaka-kiralik/daire/140060-167","34","17.500","16-03-2024","Kiralık Daire","2 +
                        1","100 m²","7
                      Yaşında","3. Kat","Bozyaka Hastane Yakını Lüks Eşyalı Doğalgazlı Kiralık 2+1 Daire","Karabağlar, Gülyaka Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/5/3/5/1/2/4/b87f4955-6f73-4483-aa1b-80a4b5795df9.jpg","https://www.hepsiemlak.com/emlak-ofisi/akalin-insaat-gayrimenkul-140060","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/6/0/0/4/1/57cbaca5-b99f-4a40-b54e-14b76f18730a.jpg"
"https://www.hepsiemlak.com/izmir-buca-karanfil-kiralik/daire/71024-590","40","13.000","20-03-2024","Kiralık Daire","2 +
                        1","90 m²","26
                      Yaşında","Ara Kat","Marka Dan 2+1 Doğalgazlı Karanfil Mahallesinde Kapalı Mutfak","Buca, Karanfil Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/4/9/2/3/2/4/d7437c74-fb59-42ad-aeae-acaa940d6dd1.jpg","https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-maliyeciler-kiralik/daire/50269-5181","20","18.000","23-03-2024","Kiralık Daire","3 +
                        1","110 m²","30
                      Yaşında","Yüksek Giriş","Maliyeciler Sitesi Cemal Süreyya Parkı Karşısı 3+1 Kiralık","Karabağlar, Maliyeciler Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/1/8/8/3/2/4/0b1191f8-3133-4ff5-b93c-eb5c76aaee9d.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-pirlanta-50269","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/0/5/0/03425537-3861-4027-9436-cbe262f2de16.jpg"
"https://www.hepsiemlak.com/izmir-menderes-gorece-cumhuriyet-kiralik/daire/105870-840","14","14.000","06-03-2024","Kiralık Daire","2 +
                        1","100 m²","15
                      Yaşında","Ara Kat","Çınar Emlak’tan Görece’de Eşyalı 2+1 Kiralık Daire","Menderes, Görece Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/1/8/9/1/2/4/1709120125-368538-42198148.jpeg","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-mavisehir-kiralik/daire/4762-508","36","25.000","26-03-2024","Kiralık Daire","1 +
                        1","70 m²","29
                      Yaşında","3. Kat","Karşıyaka Mavişehir Pamukkale Sitesi Mobilyalı Kiralık 1+1 Daire","Karşıyaka, Mavişehir Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/7/1/4/0/1/0/9dea3572-3b54-4457-9e3a-2e9b402bfa49.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-cinar-kiralik/daire/85533-1441","9","15.000","26-03-2024","Kiralık Daire","2 +
                        1","105 m²","30
                      Yaşında","Ara Kat","Ava Emlaktan Çamdibinde Kiralık Daire","Bornova, Çınar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/0/5/0/4/2/4/1711268602633-42405093.jpg","",""
"https://www.hepsiemlak.com/izmir-urla-guvendik-kiralik/daire/8447-116","12","25.000","21-03-2024","Kiralık Daire","1 +
                        1","55 m²","1
                      Yaşında","Bahçe Katı","Urla Casamarin Blue 1'de Bahçeli Zemin Kat Kiralık 1+1 Daire","Urla, Güvendik Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/5/8/2/3/2/4/b407b364-db71-41cc-9a7c-659c89901c4c.jpg","https://www.hepsiemlak.com/emlak-ofisi/ra-grup-8447/ridvan-akgun-8447","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/7/4/4/8/0/0/cfc581aa-be0e-429b-acb8-97846a019fec.jpg"
"https://www.hepsiemlak.com/izmir-bergama-fatih-kiralik/daire/139401-34","8","12.000","25-03-2024","Kiralık Daire","3 +
                        1","145 m²","20
                      Yaşında","3. Kat","Bergama Fatih Mahallesinde Kiralık Daire","Bergama, Fatih Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/6/8/0/4/2/4/7765b22d-74df-4927-bdd3-ac55574f9c5e.jpg","https://www.hepsiemlak.com/emlak-ofisi/binax-adil-139401","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/0/4/9/3/1/4002aaf2-7ed7-42b7-bae0-d8f6061283d0.jpg"
"https://www.hepsiemlak.com/izmir-cesme-16-eylul-kiralik/villa/73574-1041","29","210.000","06-04-2024","Kiralık Villa","4 +
                        1","200 m²","16
                      Yaşında","","Boyalık Bonjour Beach Ve Ayayorgi Yakını Müstakil Havuzlu 4+1","Çeşme, 16 Eylül Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/1/8/3/2/1/4/3462dc7e-90f5-4c86-9871-bf1137fa629d.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/36744-4923","33","1.400.000","25-03-2024","Kiralık Villa","4 +
                        1","160 m²","7
                      Yaşında","","Alaçatı Çamlık Yolda Sezonluk Kiralık Özel Havuzlu 4+1 Tek Müstakil Lüks Villa","Çeşme, Alaçatı Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/2/6/3/4/6/3/18005f72-f4a6-48c8-9124-a85f1764b68a.jpg","https://www.hepsiemlak.com/emlak-ofisi/arda-gayrimenkul-yatirim-danismanligi-36744","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/4/7/6/3/0/877a05ac-81bf-4041-917d-b7308f59f87f.jpg"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/21915-11177","10","22.500","04-04-2024","Kiralık Daire","1 +
                        1","43 m²","Sıfır Bina","12. Kat","Park Yaşam Bornova'da 1+1 Eşyalı Kiralık Daire","Bornova, Kazımdirik Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/0/0/4/3/2/4/45aa66ef-461f-43ba-adb1-c3037ed76dac.jpeg","https://www.hepsiemlak.com/emlak-ofisi/fctu-21915","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/9/1/2/0/975f10a4-a45a-403a-a078-04bc3a2f88c3.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/daire/92115-1600","31","750.000","27-03-2024","Kiralık Daire","2 +
                        1","118 m²","5
                      Yaşında","Bahçe Katı","Yuse'den Alaçatı Port'ta Tekne Bağlama Alanı Olan Kiralık Daire","Çeşme, Alaçatı Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/8/1/1/8/1/4/35279720-6bc4-4c53-809d-db864c3896b3.jpeg","https://www.hepsiemlak.com/emlak-ofisi/yuse-luxury-real-estate-yacht-92115","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/1/2/9/0/4551cd4d-fbfe-4eba-8401-3133f7b282e2.jpg"
"https://www.hepsiemlak.com/izmir-cigli-koyici-kiralik/daire/0-42259634","13","12.000","24-02-2024","Kiralık Daire","2 +
                        1","110 m²","25
                      Yaşında","2. Kat","Oğuz Yapıdan 2+1 Eşyalı Kiralık","Çiğli, Köyiçi Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/6/9/5/2/2/4/1708783844465-42259634.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-inonu-kiralik/mustakil-ev/0-42034707","13","11.000","07-02-2024","Kiralık Müstakil Ev","2 +
                        1","96 m²","10
                      Yaşında","","İki E Bir Kiralık Ev","Buca, İnönü Mahallesi","","",""
