"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-mentese-muslihittin-kiralik/daire/0-41853799","18","20.000","04-03-2024","Kiralık Daire","3 +
                        1","135 m²","20
                      Yaşında","5. Kat","Sahibinden Muslihitttin Mahallesinde Site İçerisinde Manzaralı Geniş 3+1daire","Menteşe, Muslihittin Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/7/3/5/8/1/4/XxKbOx6uiA963zh9Nrq-X.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/daire/0-41824793","18","26.500","10-03-2024","Kiralık Daire","2 +
                        1","85 m²","14
                      Yaşında","Ara Kat","Yalıkavak Marina Yakını Site İçinde Manzaralı 2+1 Daire","Bodrum, Geriş Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/7/4/2/8/1/4/1700913538-144967-41824793.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-torba-kiralik/mustakil-ev/0-41794539","59","850.000","28-03-2024","Kiralık Müstakil Ev","4 +
                        2","400 m²","10
                      Yaşında","","Torba'da Emsalsiz Büyüklükte 4+2 Lüks Müstakil Sezonluk Villa","Bodrum, Torba Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/5/4/9/7/1/4/qPsRb2P5SoeN6s9YpzAYG.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-torba-kiralik/yazlik/0-41519711","40","100.000","16-04-2024","Kiralık Yazlık","3 +
                        1","160 m²","30
                      Yaşında","Villa Katı","Deniz Ve Doğa Manzaralı","Bodrum, Torba Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/7/9/1/5/1/4/1712914969-728709-41519711.jpeg",""
"https://www.hepsiemlak.com/mugla-milas-bogazici-kiralik/villa/0-41516451","60","35.000","22-01-2024","Kiralık Villa","3 +
                        1","180 m²","12
                      Yaşında","","Bodrum Adabükü Boğaziçinde Triblex Villa","Milas, Boğaziçi Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/4/6/1/5/1/4/1705778085-218851-41516451.jpeg",""
"https://www.hepsiemlak.com/mugla-milas-bozalan-kiralik/mustakil-ev/139813-39","15","2.000","05-04-2024","Kiralık Müstakil Ev","2 +
                        1","100 m²","25
                      Yaşında","","Günlük Haftalık Kiralık Ev","Milas, Bozalan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ant-gayrimenkul-139813","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/9/6/6/4/1/4/1694763608863-41466955.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/1/8/9/3/1/84879f76-c8df-49cf-94db-ebc45b1b18d8.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-icmeler-kiralik/daire/0-41458960","20","25.000","05-04-2024","Kiralık Daire","1 +
                        1","70 m²","1
                      Yaşında","2. Kat","1+1 Lüx Süit Daire","Marmaris, İçmeler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/9/8/5/4/1/4/1694630861-785585-41458960.jpeg",""
"https://www.hepsiemlak.com/mugla-dalaman-merkez-kiralik/daire/0-41452824","19","11.500","24-03-2024","Kiralık Daire","1 +
                        1","57 m²","3
                      Yaşında","Ara Kat","Piramit Papatya Kiralık 1+1 Havuzlu Sitede Eşyalı","Dalaman, Merkez Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/8/2/5/4/1/4/1694553420698-41452824.jpg",""
"https://www.hepsiemlak.com/mugla-datca-kizlan-kiralik/yazlik/0-41406151","16","13.000","18-01-2024","Kiralık Yazlık","1 +
                        1","65 m²","4
                      Yaşında","Bahçe Katı","Doğa İçinde, Merkeze Yakın, Özel Bahçeli","Datça, Kızlan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/1/6/0/4/1/4/043f0046-05a6-4d30-9e3e-9b8f949a1ff0.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/mustakil-ev/0-41211594","19","40.000","10-04-2024","Kiralık Müstakil Ev","3 +
                        1","120 m²","25
                      Yaşında","","Müstakil Ev","Bodrum, Koyunbaba Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/5/1/1/2/1/4/1690905509-697973-41211594.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-akyarlar-kiralik/yazlik/0-41203503","16","80.000","18-01-2024","Kiralık Yazlık","2 +
                        1","70 m²","13
                      Yaşında","En Üst Kat","Mükemmel Deniz Manzaralı Kiralık Ev","Bodrum, Akyarlar Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/5/3/0/2/1/4/1690835198475-41203503.jpg",""
"https://www.hepsiemlak.com/mugla-marmaris-turunc-kiralik/daire/47416-821","37","2.750","04-04-2024","Kiralık Daire","2 +
                        1","80 m²","30
                      Yaşında","Zemin","(en Az 5 Gece Konaklamak Şartıyla)turunç'ta Günlük 2.750tl'den Başlayan Fiyatlarla  Giriş Kat 2+1 Ev","Marmaris, Turunç Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/turunc-tuna-emlak-47416/emre-olmez-894581","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/3/5/2/1/1/4/e94b9e5f-59f8-4fe5-8269-00af7270e92d.jpg","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/1/8/5/4/9/8/b674ba24-f91a-43c5-9ef5-e644df7296d4.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yahsi-kiralik/yazlik/0-41085429","40","95.000","04-03-2024","Kiralık Yazlık","1 +
                        1","110 m²","26
                      Yaşında","Bahçe Katı","Bodrum Yeşilyurtlular Sitesi - Türkiye'nin En Güzel Plajı Ve Mükemmel Tesisleri","Bodrum, Yahşi Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/4/5/8/0/1/4/NaC9J6L47P-GKMjw_nZ-c.jpg",""
"https://www.hepsiemlak.com/mugla-fethiye-gocek-kiralik/villa/0-41048354","20","50.000","13-02-2024","Kiralık Villa","4 +
                        1","200 m²","2
                      Yaşında","","Göcek’te Müstakil Bahçeli Havuzlu Yeni Eşyalı Villa","Fethiye, Göcek Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/3/8/4/0/1/4/1688483468-5852299-41048354.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/yazlik/0-41031606","16","110.000","07-02-2024","Kiralık Yazlık","3 +
                        1","200 m²","20
                      Yaşında","Bahçe Katı","Gündoğan'da Site İçi Bağımsız İskeleli Yazlık","Bodrum, Gündoğan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/6/1/3/0/1/4/fXnp049TlZ-CmEb6xlVUM.jpeg",""
"https://www.hepsiemlak.com/mugla-datca-iskele-kiralik/daire/114781-276","35","16.000","18-02-2024","Kiralık Daire","2 +
                        1","140 m²","25
                      Yaşında","Bahçe Katı","Deniz Manzaralı Eşyalı Kiralık  2+1 Dubleks","Datça, İskele Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/2/4/2/0/1/4/f0a1bc00-9292-428c-9de0-ac10d922ee9e.jpeg",""
"https://www.hepsiemlak.com/mugla-dalaman-ege-kiralik/villa/0-41011065","21","3.000","02-04-2024","Kiralık Villa","4 +
                        1","160 m²","Sıfır Bina","","Lavanta Villari","Dalaman, Ege Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/0/1/1/0/1/4/1687549235564-41011065.jpg",""
"https://www.hepsiemlak.com/mugla-marmaris-tepe-kiralik/daire/0-40886870","29","50.000","03-04-2024","Kiralık Daire","1 +
                        1","50 m²","15
                      Yaşında","En Üst Kat","Merkezde, Plaja 300 Metre, Eşyalı Ve Güvenlikli 1+1 Daire","Marmaris, Tepe Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/8/6/8/8/0/4/1687373770652-40886870.jpg",""
"https://www.hepsiemlak.com/mugla-datca-iskele-kiralik/daire/0-40861419","15","20.000","06-02-2024","Kiralık Daire","2 +
                        1","100 m²","9
                      Yaşında","En Üst Kat","Sahibinden Datça'da Deniz Görür, Denize Yakın, Teras Bahçeli, Ferah Temiz Daire","Datça, İskele Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/4/1/6/8/0/4/qX4kTGh7cTBh_JcGdDDOq.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-kucukbuk-kiralik/villa/0-40668721","23","40.000","07-04-2024","Kiralık Villa","1 +
                        1","55 m²","4
                      Yaşında","","Denıze 35 Metre -Ücretsiz Temizlik Ve İnternet","Bodrum, Küçükbük Mahallesi","","",""
"https://www.hepsiemlak.com/mugla-milas-bogazici-kiralik/villa/0-40539071","16","150.000","05-04-2024","Kiralık Villa","4 +
                        1","160 m²","2
                      Yaşında","","Bodrum Adabükü Doktorlar Sitesinde Eşyalı Kiralık Villa","Milas, Boğaziçi Mahallesi","","",""
"https://www.hepsiemlak.com/mugla-milas-bogazici-kiralik/villa/134822-5","31","60.000","19-02-2024","Kiralık Villa","2 +
                        1","100 m²","15
                      Yaşında","","Taş Ev - Villa Kiralık - Stone Country Villa For Rent","Milas, Boğaziçi Mahallesi","","",""
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/0-40264047","22","34.000","18-01-2024","Kiralık Daire","2 +
                        1","110 m²","10
                      Yaşında","2. Kat","Sahibinden Bodrum Eskiçeşme Mah Havuzlu Site Lüx Daire","Bodrum, Eskiçeşme Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/0/4/6/2/0/4/1675708622398-40264047.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-muskebi-kiralik/villa/0-40206540","30","85.000","04-04-2024","Kiralık Villa","3 +
                        1","170 m²","11
                      Yaşında","","Bodrum Ortakent Yahşi De Müstakil Dubleks Villa","Bodrum, Müskebi Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/5/6/0/2/0/4/1674818844-859033-40206540.jpeg",""
"https://www.hepsiemlak.com/mugla-milas-oren-kiralik/daire/0-39758466","20","15.000","06-03-2024","Kiralık Daire","2 +
                        1","125 m²","10
                      Yaşında","Bahçe Katı","Yalıda(geniş)","Milas, Ören Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/4/8/5/7/9/3/hmgDoC_VVqY_fo5zEM8pB.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/daire/0-39754467","25","20.000","25-03-2024","Kiralık Daire","1 +
                        1","60 m²","15
                      Yaşında","Bahçe Katı","Yalıkavak Marina Yakını 1+1 Sezonluk Daire Ltfn Açıklamayı Okuyun","Bodrum, Geriş Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/4/4/5/7/9/3/1667559509923-39754467.jpg",""
"https://www.hepsiemlak.com/mugla-dalaman-ege-kiralik/villa/0-39682167","22","45.000","08-04-2024","Kiralık Villa","5 +
                        1","220 m²","1
                      Yaşında","","Kiralık Villa Panoramik  Deniz Manzaralı","Dalaman, Ege Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/1/2/8/6/9/3/ZYvjEXaDcSrLRCzrFFgSf.jpg",""
"https://www.hepsiemlak.com/mugla-fethiye-kargi-kiralik/villa/0-39490890","22","50.000","09-04-2024","Kiralık Villa","2 +
                        1","125 m²","16
                      Yaşında","","Fethiyenin En Nezih Sitesinde Kiralık Villa : Furnished Villa For Rent","Fethiye, Kargı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/8/0/9/4/9/3/1663538648815-39490890.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-cirkan-kiralik/daire/0-39480547","25","55.000","22-03-2024","Kiralık Daire","2 +
                        1","95 m²","30
                      Yaşında","Bahçe Katı","2+1 Kiralık Full Eşyalı Daire, Bodrum, Çırkan, Kısa Dönemli, Sezonluk Kiralık","Bodrum, Çırkan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/5/0/8/4/9/3/YLIrvq6mIUQzIi6Y8x37L.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/villa/72767-1447","35","300.000","02-04-2024","Kiralık Villa","4 +
                        1","170 m²","3
                      Yaşında","","Bodrum 4+1 Sıfır Eşyalı Deniz Manzaralı 170 M2 Özel Havuzlu Villa","Bodrum, Koyunbaba Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/2/5/8/2/9/3/400cb43c-154b-4aef-9d08-bbe2167c6a88.jpeg",""
