"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2"
"https://www.hepsiemlak.com/denizli-merkezefendi-akkonak-kiralik/daire/102793-2437","17","8.000","16-04-2024","Kiralık Daire","1 +
                        1","55 m²","10
                      Yaşında","3. Kat","Fark20 Gayrimenkul'den Akkonak'ta Eşyalı 1+1 Arakat Kiralık Apart","Merkezefendi, Akkonak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/2/1/5/3/2/4/97f375ed-6c9c-42b6-a711-f6801815683d.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-muratdede-kiralik/daire/133343-412","29","7.500","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","8
                      Yaşında","1. Kat","Muratdede Kiralık 1+1 Eşyalı Apart","Merkezefendi, Muratdede Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/frezya-133343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/5/9/8/4/2/4/6cdfcaff-e593-4916-bde5-dd404ed56768.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/3/3/1/4de97290-5be1-4753-b608-9c8975b2e2d7.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-anafartalar-kiralik/daire/135046-2035","60","6.500","16-04-2024","Kiralık Daire","3 +
                        1","150 m²","16
                      Yaşında","2. Kat","Anafartalar Da Caddeye Yakın Konumu Mükemmel Fırsat 3+1 150 M2 Acil Acil Kiralık Daire","Pamukkale, Anafartalar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/relife-gayrimenkul-135046","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/9/1/9/4/2/4/d4a9168f-7fe5-47a7-8c61-546816fc9abf.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/0/5/3/1/24e7920a-0a4d-491f-b8db-8de3625b4b75.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-incilipinar-kiralik/daire/138559-82","18","6.500","15-04-2024","Kiralık Daire","1 +
                        1","45 m²","8
                      Yaşında","Ara Kat","İncilipınarda Kiralık 1+1 Arakat Eşyalı Apart!!","Pamukkale, İncilipınar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/aras-yatirim-gayrimenkul-138559","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/2/7/4/4/2/4/1712051793-0974011-42447224.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/5/8/3/1/959090e7-6b0f-45f3-b5e4-f8930326ff9d.jpg"
"https://www.hepsiemlak.com/denizli-merkezefendi-sirakapilar-kiralik/daire/117504-1103","38","11.000","15-04-2024","Kiralık Daire","2 +
                        1","137 m²","48
                      Yaşında","5. Kat","Denizli Devlet Hastanesi Karşısında, Geniş 2+1, Ara Kat Daire","Merkezefendi, Sırakapılar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/realty-world-office-20-117504","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/6/8/1/1/2/4/67acdb0a-b1da-4cbc-9fd9-c4dc3e0cdcda.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/0/5/7/1/1/3c19c887-c0a3-4110-8c50-323956c80280.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-feslegen-kiralik/daire/137449-275","10","11.000","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","6
                      Yaşında","Ara Kat","Remax Force Dan Kıbrıs Şehitlerinde Lüks 1+1 Arakat Apart","Pamukkale, Fesleğen Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-force-137449","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/6/9/8/4/2/4/1713185366457-42489677.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/4/4/7/3/1/ff4796ff-3ca2-406d-94fa-0f61d9a43976.jpg"
"https://www.hepsiemlak.com/denizli-merkezefendi-karaman-kiralik/daire/91580-1648","23","10.000","15-04-2024","Kiralık Daire","2 +
                        1","130 m²","15
                      Yaşında","1. Kat","Karaman Mahallesinde Kiralık Ön Cephe Daire","Merkezefendi, Karaman Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/orden-gayrimenkul-91580","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/8/8/4/2/4/1713174056641-42488595.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/8/5/1/9/0/c6b3a76c-fe03-4149-aa31-baae00f78c57.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-siteler-kiralik/daire/138559-62","11","7.500","16-04-2024","Kiralık Daire","1 +
                        1","50 m²","13
                      Yaşında","Ara Kat","Bursa Caddesinde 1+1 Arakat Balkonlu Herşey Dahil Depozitosuz Apartlar!!","Pamukkale, Siteler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/aras-yatirim-gayrimenkul-138559","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/8/8/2/1/2/4/1706620087-715829-42128867.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/5/8/3/1/959090e7-6b0f-45f3-b5e4-f8930326ff9d.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-kuspinar-kiralik/daire/129038-358","8","5.000","16-04-2024","Kiralık Daire","1 +
                        1","40 m²","25
                      Yaşında","Yüksek Giriş","Lise Caddesinde 1+1 Boş Eşyasız Apart","Pamukkale, Kuşpınar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/neslihan-emlak-yatirim-danismanligi-129038","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/7/0/9/4/2/4/1713192285-336916-42490738.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/3/0/9/2/1/5e526d6d-0be4-404b-9f28-56797991b81e.jpg"
"https://www.hepsiemlak.com/denizli-merkezefendi-gultepe-kiralik/daire/137304-279","19","7.500","15-04-2024","Kiralık Daire","2 +
                        1","140 m²","20
                      Yaşında","Zemin","Şahin Gayrimenkulden 2+1 Kiralık Daire...","Merkezefendi, Gültepe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/sahin-gayrimenkul-137304","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/9/7/8/4/2/4/ebef230f-d1b3-4b35-9874-c72a288f83d6.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/0/3/7/3/1/50f54546-0415-42cd-a660-0b6a5f498816.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-istiklal-kiralik/daire/139700-33","17","1.190.000","15-04-2024","Kiralık Daire","1 +
                        1","60 m²","8
                      Yaşında","Kot 1","İstiklal Caddesi Yakını Satılık Apart","Pamukkale, İstiklal Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/0/6/7/2/2/4/1709104258570-42276037.jpg",""
"https://www.hepsiemlak.com/denizli-pamukkale-mehmetcik-kiralik/daire/49011-10734","27","14.000","16-04-2024","Kiralık Daire","2 +
                        1","140 m²","20
                      Yaşında","2. Kat","Eskidjiden Forum Yakını Müstakil Tadında Ara Kat Daire Fırsatı !","Pamukkale, Mehmetçik Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/0/0/5/2/2/4/3cc00c3b-77b6-43ca-8b46-34254162e9d8.jpg",""
"https://www.hepsiemlak.com/denizli-pamukkale-yunusemre-kiralik/daire/144186-48","11","9.500","15-04-2024","Kiralık Daire","2 +
                        1","63 m²","7
                      Yaşında","Ara Kat","Emirbey Gayrimenkul Den Paü Yakını 2+1 Kiralık Apart","Pamukkale, Yunusemre Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/2/6/6/4/2/4/1712388507728-42466259.jpg",""
"https://www.hepsiemlak.com/denizli-pamukkale-siteler-kiralik/daire/4766-15853","20","15.000","15-04-2024","Kiralık Daire","2 +
                        1","82 m²","2
                      Yaşında","Çatı Katı","Ender Uysaldan Foruma Yakın Geniş 2+1 Lüks Eşyalı Asansörlü Apart Klima Bulaşık Makinesi Çift Kişili","Pamukkale, Siteler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/5/1/9/4/2/4/fc673ccc-b802-448a-b15d-14763dc1f518.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-adalet-kiralik/daire/117049-4943","22","16.000","16-04-2024","Kiralık Daire","3 +
                        1","163 m²","15
                      Yaşında","5. Kat","Adalet Mahallesi Cadde Üzeri Kiralık 3+1 Daire","Merkezefendi, Adalet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gho-adalilar-gayrimenkul-117049","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/4/0/7/1/1/8af9a162-90c0-4976-83a7-d100ab9508ab.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-selcuk-bey-kiralik/daire/102793-2450","19","15.000","15-04-2024","Kiralık Daire","3 +
                        1","165 m²","17
                      Yaşında","1. Kat","Fark20 Gayrimenkul'den Selçukbey De Nezih Konumda 3+1 Lux Daire","Merkezefendi, Selçuk Bey Mahallesi","","",""
"https://www.hepsiemlak.com/denizli-pamukkale-zeytinkoy-kiralik/daire/126759-150","17","1.250.000","15-04-2024","Kiralık Daire","1 +
                        1","32 m²","12
                      Yaşında","Ara Kat","Zeytinköy 1+1 Eşyalı Satılık Apart","Pamukkale, Zeytinköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/zeybek-gayrimenkul-126759","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/7/6/2/1/3a4d5316-3db0-40dc-8362-dfcd20faca18.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-bahcelievler-kiralik/daire/49011-10706","25","12.000","16-04-2024","Kiralık Daire","2 +
                        1","115 m²","20
                      Yaşında","2. Kat","Eskidjiden Özel Sağlık Hast. Yakını Kiralık Daire Fırsatı !","Merkezefendi, Bahçelievler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/1/7/9/1/2/4/13c107ee-da3f-4f16-9220-aed70dcd59bc.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-karahasanli-kiralik/daire/86543-1963","15","6.000","15-04-2024","Kiralık Daire","1 +
                        1","40 m²","Sıfır Bina","1. Kat","Aybars'tan Karahasanlı'da Kiralık 1+1 Eşyasız Apartlar","Merkezefendi, Karahasanlı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/7/1/5/2/2/4/16e67b7c-5edd-4ea1-9a9a-96b3b7152599.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-saraylar-kiralik/daire/117049-4942","20","5.000","16-04-2024","Kiralık Daire","2 +
                        1","125 m²","31
                      Yaşında","En Üst Kat","Saraylar Mevkii 2+1 Odalı 120 M2 Kiralık Daire","Merkezefendi, Saraylar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gho-adalilar-gayrimenkul-117049","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/7/7/8/0/2/4/bfd556a2-b197-4365-855d-fa2bfc5ab4a5.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/4/0/7/1/1/8af9a162-90c0-4976-83a7-d100ab9508ab.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-asmalievler-kiralik/daire/94398-5471","8","6.500","15-04-2024","Kiralık Daire","1 +
                        1","45 m²","4
                      Yaşında","2. Kat","+1'den Pamukkale Üniversitesi Yakını 1+1 45 M2 Kiralık Apart","Pamukkale, Asmalıevler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/arti-1-gayrimenkul-94398","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/3/4/1/4/2/4/73acb98a-f699-45b9-890a-9e74430f4da0.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/3/4/9/0/1c30e048-c87e-4aa4-8855-f77710d5daf1.jpg"
"https://www.hepsiemlak.com/denizli-merkezefendi-selcuk-bey-kiralik/daire/86543-1978","14","9.000","15-04-2024","Kiralık Daire","1 +
                        1","45 m²","5
                      Yaşında","Ara Kat","Aybars'tan Selçuk Bey'de Kiralık 1+1 Eşyalı Apart","Merkezefendi, Selçuk Bey Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/7/7/9/3/2/4/ba23038f-c733-4a51-b18c-b02b43c4ce2c.jpg",""
"https://www.hepsiemlak.com/denizli-merkezefendi-adalet-kiralik/daire/143854-23","17","8.500","11-04-2024","Kiralık Daire","1 +
                        1","60 m²","5
                      Yaşında","1. Kat","Şengül Gayrimenkul Den  Adalet Mahallesi Kiralık 1+1 Apart","Merkezefendi, Adalet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/sengul-gayrimenkul-143854","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/9/1/8/4/2/4/1712859427-1989632-42481990.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/5/8/3/4/1/7feeebfa-5114-44e8-a5b1-b5c5c6297539.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-yunusemre-kiralik/daire/82424-102","21","9.500","11-04-2024","Kiralık Daire","1 +
                        1","60 m²","4
                      Yaşında","1. Kat","Mercan Dan Bursa Caddesi Mevki 1+1 Eşyalı Apart !!","Pamukkale, Yunusemre Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mercan-gayrimenkul-82424","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/6/0/8/4/2/4/1c2cf478-4771-44d8-bf2f-08217c1f9223.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/4/2/8/0/9a8074d3-6288-4025-850f-523b1ad100b5.jpg"
"https://www.hepsiemlak.com/denizli-merkezefendi-semikler-kiralik/daire/118042-625","45","17.500","13-04-2024","Kiralık Daire","2 +
                        1","80 m²","3
                      Yaşında","En Üst Kat","Şemikler De Lüks Eşyalı 2+1 Kiralık Daire Asansörlü Balkonlu","Merkezefendi, Şemikler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/konum-yatirim-danismanligi-118042","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/2/3/7/4/2/4/fe58d5fa-96b7-4304-84ba-1b26f4b6fd66.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/4/0/8/1/1/824b3ca5-6c97-4c2b-9bb8-bb49c8816035.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-kinikli-kiralik/daire/133161-504","16","22.000","15-04-2024","Kiralık Daire","3 +
                        1","150 m²","16
                      Yaşında","3. Kat","Denizli Çamlık Mah.  Kiralık 3+1  Arakt Daire","Pamukkale, Kınıklı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/volkan-gayrimenkul-133161","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/6/6/6/4/2/4/d7d668e0-dcc1-491a-bb63-e427eb8aed8d.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/6/1/3/3/1/dc81c83b-35b6-435e-a178-7d5e3085d78a.jpeg"
"https://www.hepsiemlak.com/denizli-merkezefendi-kayalar-kiralik/daire/141326-50","20","17.000","14-04-2024","Kiralık Daire","2 +
                        1","120 m²","10
                      Yaşında","8. Kat","Sinpaş Aquacity’de Kiralık 2,5+1 Daire","Merkezefendi, Kayalar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/max-tower-gayrimenkul-141326/umutcan-erismis-3973279","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/6/3/0/4/2/4/1711216249-7789989-42403640.jpeg","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/9/7/2/3/7/9/3/543a40a8-2700-4bb1-9d52-afcd3ca6a5fb.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-yunusemre-kiralik/daire/141233-6","15","10.000","14-04-2024","Kiralık Daire","1 +
                        1","50 m²","Sıfır Bina","Ara Kat","Mlk Gayrimenkul'den Yunusemre Mahallesinde Geniş Ultra Lüks 1+1 Rezidans","Pamukkale, Yunusemre Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mlk-gayrimenkul-141233","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/9/9/7/3/2/4/1710846305534-42379939.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/3/2/1/4/1/67fda4cb-f6d6-466e-9c87-83e12ec16141.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-mehmetcik-kiralik/daire/98862-87","28","12.000","13-04-2024","Kiralık Daire","2 +
                        1","150 m²","20
                      Yaşında","2. Kat","Kiralık Daire Forum Avm Yürüme Mesafesinde","Pamukkale, Mehmetçik Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/alatepe-yapi-emlak-98862","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/6/6/7/7/1/4/1701597674902-41776621.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/6/8/8/9/0/f9cdb3f7-4a83-4654-9244-d4d818ff074b.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-incilipinar-kiralik/daire/49011-10743","18","11.000","16-04-2024","Kiralık Daire","2 +
                        1","75 m²","4
                      Yaşında","1. Kat","Eskidjiden İncilipınarda 2+1 Full Eşyalı Lüks Apart !!","Pamukkale, İncilipınar Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/5/9/3/3/2/4/83e1e712-376d-4c66-aa50-37983264f610.jpg",""
"https://www.hepsiemlak.com/denizli-pamukkale-hacikaplanlar-kiralik/daire/134619-266","13","10.000","13-04-2024","Kiralık Daire","2 +
                        1","70 m²","6
                      Yaşında","2. Kat","Hacıkaplanlarda Kiralık  Arakat 2+1 Ultra Lüks Eşyalı Geniş Balkonlu Klimalı Fırsat Butik Daire…","Pamukkale, Hacıkaplanlar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bg-gayrimenkul-134619","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/0/5/0/0/2/4/1704394323-035801-42005041.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/6/4/3/1/10474c61-69cf-470a-a925-fe5c3c0a361f.jpeg"
"https://www.hepsiemlak.com/denizli-pamukkale-topraklik-kiralik/daire/140402-142","12","20.000","14-04-2024","Kiralık Daire","2 +
                        1","120 m²","6
                      Yaşında","Ara Kat","Net Premium Dan Kayalık Cd De Kiralık 2+1 Lüks Eşyalı Daire","Pamukkale, Topraklık Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/net-premium-gayrimenkul-danismanligi-140402","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/2/5/8/4/2/4/1713033283997-42485274.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/4/0/4/1/03f981f8-e635-40e9-96aa-dd73e1815326.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-bagbasi-kiralik/daire/132781-569","23","17.000","12-04-2024","Kiralık Daire","3 +
                        1","130 m²","1
                      Yaşında","Ara Kat","Bağbaşı Kervansaray'da Kiralık Lüks Daire","Pamukkale, Bağbaşı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yorukogullari-gayrimenkul-132781","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/3/7/7/4/2/4/1712649498516-42477310.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/8/7/2/3/1/384d3885-1c30-4c1f-bb46-107f1c7ab7ef.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-kervansaray-kiralik/daire/117504-1167","35","7.250","09-04-2024","Kiralık Daire","1 +
                        1","62 m²","25
                      Yaşında","3. Kat","Doğa Manzaralı, Her Şey Dahil 1+1 Teraslı Eşyalı Daire","Pamukkale, Kervansaray Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/realty-world-office-20-117504","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/3/6/7/4/2/4/21e050b9-7265-4e3c-959b-a2ce7a646636.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/0/5/7/1/1/3c19c887-c0a3-4110-8c50-323956c80280.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-asmalievler-kiralik/daire/141233-5","25","10.000","14-04-2024","Kiralık Daire","2 +
                        1","65 m²","4
                      Yaşında","Ara Kat","Mlk Gayrimenkul'den Asmalıevler Mahallesinde 2+1 1+1 Seçenekli Ultra Lüks Apart Daireler","Pamukkale, Asmalıevler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mlk-gayrimenkul-141233","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/5/1/8/1/2/4/1707497792427-42181599.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/3/2/1/4/1/67fda4cb-f6d6-466e-9c87-83e12ec16141.jpg"
"https://www.hepsiemlak.com/denizli-pamukkale-topraklik-kiralik/daire/140402-141","12","20.000","12-04-2024","Kiralık Daire","2 +
                        1","120 m²","6
                      Yaşında","Ara Kat","Net Premium Dan Kayalık Cd De Kiralık 2+1 Eşyalı Daire","Pamukkale, Topraklık Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/net-premium-gayrimenkul-danismanligi-140402","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/4/3/8/4/2/4/1712951415715-42483416.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/4/0/4/1/03f981f8-e635-40e9-96aa-dd73e1815326.jpg"
