"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","he-lazy-image src","img-wrp href","he-lazy-image src 2"
"https://www.hepsiemlak.com/manisa-akhisar-pasa-kiralik/daire/115104-291","13","7.800","16-04-2024","Kiralık Daire","3 +
                        1","127 m²","35
                      Yaşında","En Üst Kat","Akhisar Gürbüz Emlak Tan 1.Nakliye Caddesinde Son Kat Doğalgazlı Kiralık Daire","Akhisar, Paşa Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/0/3/0/3/2/4/7087cd78-a552-4a19-9b15-b06cad8390b7.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/14007-792","41","30.000","15-04-2024","Kiralık Daire","3 +
                        1","144 m²","1
                      Yaşında","11. Kat","Manisa Meydan Sitesinde Sıfır Kiralık 3+1 (fakülte Yanı)daire...","Yunusemre, Uncubozköy Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/4/4/1/3/2/4/e079e54e-ceb2-4f79-9d97-c3d8f80664c5.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/9192-1118","35","16.000","12-04-2024","Kiralık Daire","1 +
                        1","56 m²","Sıfır Bina","9. Kat","Manisa Meydan Sitesinde 1+1 Kiralık Havuz Ve Avm. Ana Cadde Cepheli","Yunusemre, Uncubozköy Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/8/9/7/2/0/4/1676037827-102874-40279892.jpeg","",""
"https://www.hepsiemlak.com/manisa-salihli-eski-cami-kiralik/daire/37897-2337","34","15.000","15-04-2024","Kiralık Daire","3 +
                        1","140 m²","6
                      Yaşında","4. Kat","Salihli Cin Emlak'tan Eskicami Mah Kiralık 3+1 Dubleks Daire","Salihli, Eski Cami Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/1/8/5/4/2/4/92c97002-1a0e-41cc-874a-bad06fd9a1b5.jpg","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-resat-bey-kiralik/daire/115104-289","10","9.800","16-04-2024","Kiralık Daire","2 +
                        1","85 m²","8
                      Yaşında","Zemin","Akhisar Gürbüz Emlak Tan Reşatbey Mahallesi Pazar Pazarı Yakını Full Eşyalı Doğalgazlı Kiralık Daire","Akhisar, Reşat Bey Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/7/0/6/0/2/4/57f97e77-0298-4317-b5b2-c6b9121d9d7f.jpg","",""
"https://www.hepsiemlak.com/manisa-salihli-kirveli-kiralik/daire/37897-2331","34","10.000","15-04-2024","Kiralık Daire","3 +
                        1","140 m²","10
                      Yaşında","2. Kat","Salihli Cin Emlaktan Kırveli  Mahallesinde Kiralık 3+1 Dogalgazlı Daire","Salihli, Kırveli Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/3/3/4/2/2/4/059c877d-85fb-4cf4-afc6-a1f856c6080d.jpg","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-kiralik/daire/139907-154","13","13.000","15-04-2024","Kiralık Daire","2 +
                        1","90 m²","15
                      Yaşında","En Üst Kat","Turgutlu Cumhuriyet Mah Eşyalı Kiralık 2+1 Doğalgazlı","Turgutlu, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/5/7/8/4/2/4/1713164255313-42487508.jpg","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-139907","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/0/9/9/3/1/80290991-2571-479b-a805-d58bda762e62.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-kiralik/daire/123058-965","15","13.000","14-04-2024","Kiralık Daire","1 +
                        1","65 m²","2
                      Yaşında","7. Kat","Turgutlu Life City 1+1 Eşyalı Daire Kiralık","Turgutlu, Ergenekon Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/2/9/0/0/2/4/f7cbf559-1d2d-4136-8da0-e5926e09805f.jpg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-yeni-kiralik/daire/77770-161","12","9.000","15-04-2024","Kiralık Daire","1 +
                        1","101 m²","15
                      Yaşında","En Üst Kat","Turgutlu Kiralık Yeni Mah 4cü Kat 1+1 Yarım Esyalı Daire","Turgutlu, Yeni Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/7/7/8/4/2/4/b508684e-d9fa-4241-81c9-a74a57e2f23a.jpg","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-efendi-kiralik/daire/94137-1053","31","13.000","10-04-2024","Kiralık Daire","3 +
                        1","135 m²","Sıfır Bina","2. Kat","Akhisar Efendi Mahallesi'nde 3+1 Kiralık Daire","Akhisar, Efendi Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/8/5/4/4/2/4/1712039377563-42445849.jpg","",""
"https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-kiralik/daire/113678-571","10","6.500","14-04-2024","Kiralık Daire","1 +
                        1","55 m²","3
                      Yaşında","4. Kat","Tc Emlaktan Kiralık 1+1 Daire","Salihli, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/8/3/8/4/2/4/cd03e424-6c7f-44f0-bde9-95d4c9560d87.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/129877-212","18","12.000","13-04-2024","Kiralık Daire","1 +
                        1","75 m²","5
                      Yaşında","2. Kat","Uzun Emlak'tan Villalar Bölgesinde Yüzme Havuzlu Sitede 1+1","Yunusemre, Muradiye Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/3/9/0/4/2/4/dffe6272-85cb-43cc-8c8c-e5b2f03e45a8.jpg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-kiralik/daire/123058-1220","12","18.500","14-04-2024","Kiralık Daire","3 +
                        1","164 m²","11
                      Yaşında","2. Kat","Ergenekon Mh Kiralık 3+1 Net 150 M2 Daire","Turgutlu, Ergenekon Mahallesi","","",""
"https://www.hepsiemlak.com/manisa-salihli-eski-cami-kiralik/daire/37897-2298","12","7.750","15-04-2024","Kiralık Daire","2 +
                        1","80 m²","5
                      Yaşında","1. Kat","Salihli Cin Emlaktan Kocaçeşme Mahallesinde  Kiralık 2+1 Daire","Salihli, Eski Cami Mahallesi","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897",""
"https://www.hepsiemlak.com/manisa-sehzadeler-arda-kiralik/daire/0-42485645","10","8.000","14-04-2024","Kiralık Daire","2 +
                        1","100 m²","20
                      Yaşında","2. Kat","2+1 Kelepir Daire","Şehzadeler, Arda Mahallesi","","",""
"https://www.hepsiemlak.com/manisa-akhisar-ataturk-kiralik/daire/128345-156","20","8.000","15-04-2024","Kiralık Daire","2 +
                        1","130 m²","20
                      Yaşında","Zemin","Manisa Akhisar Atatürk Mahallesi Kiralık Daire","Akhisar, Atatürk Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/8/1/9/4/2/4/5abbb3dd-0af6-4b80-82c8-d1318903f2b5.jpg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-albayrak-kiralik/daire/139907-124","18","10.000","15-04-2024","Kiralık Daire","3 +
                        1","125 m²","17
                      Yaşında","4. Kat","Turgutlu Kiralık Daire Albayrak Mah Cadde Üzeri","Turgutlu, Albayrak Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/2/4/5/2/2/4/1708693168933-42254289.jpg","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-139907","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/0/9/9/3/1/80290991-2571-479b-a805-d58bda762e62.jpg"
"https://www.hepsiemlak.com/manisa-saruhanli-cumhuriyet-kiralik/daire/9333-1643","14","9.000","10-04-2024","Kiralık Daire","2 +
                        1","90 m²","5
                      Yaşında","2. Kat","Cumhuriyet Mahallesinde Merkezi Konumda Kiralık 2+1","Saruhanlı, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/6/6/4/1/1/4/4cc9c364-fbf5-4de3-9b85-66dee5a51a40.jpg","",""
"https://www.hepsiemlak.com/manisa-sehzadeler-peker-kiralik/daire/22228-9592","22","15.000","14-04-2024","Kiralık Daire","3 +
                        1","130 m²","20
                      Yaşında","Ara Kat","Akdeniz Emlak'tan Kiralık Şehzadeler İlç Peker Mah 3+1 120 M² Ara Kat Daire","Şehzadeler, Peker Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/6/3/1/4/2/4/9efbc685-eb4a-4355-ac7e-e9db7ef6d7a8.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/141249-29","5","17.000","09-04-2024","Kiralık Daire","2 +
                        1","75 m²","4
                      Yaşında","Ara Kat","Startkey Platin'den Tatil Tadında Yaşam","Yunusemre, Muradiye Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/2/8/6/4/2/4/fc10a3bf-86b6-47ca-b2bd-ce8930fb1e87.jpg","https://www.hepsiemlak.com/emlak-ofisi/startkey-platin-gayrimenkul-141249","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/4/2/1/4/1/17e74707-5e4b-4d22-af7e-6d02272a6c9a.jpg"
"https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-kiralik/daire/37897-2300","39","10.000","15-04-2024","Kiralık Daire","4 +
                        1","150 m²","15
                      Yaşında","2. Kat","Salihli Cin Emlak'tan Cumhuriyet Mah Gürsel Cad Kiralık 4+1 Doğalgazlı Daire","Salihli, Cumhuriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/3/0/8/8/1/4/67dc4875-362c-4ccb-9e0f-fd21a10f09a3.jpg","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-kiralik/daire/77770-152","12","9.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","15
                      Yaşında","4. Kat","Turgutlu Kiralık Daire Selvilitepe Mah.","Turgutlu, Selvilitepe Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/9/6/8/3/2/4/1710943626744-42386958.jpg","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-hafsa-sultan-kiralik/daire/88541-2613","39","20.000","01-04-2024","Kiralık Daire","2 +
                        1","110 m²","7
                      Yaşında","11. Kat","Manisa Startkey Elit'den Hafsa Sultan Mh Kiralık Full Daire","Yunusemre, Hafsa Sultan Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/5/2/4/4/2/4/e5f11491-099b-4728-859a-d652ca37cdcd.jpg","https://www.hepsiemlak.com/emlak-ofisi/startkey-elit-gayrimenkul-88541","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/4/5/8/8/0/633f40ac-da54-4c9d-8385-7f771ca89688.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-efendi-kiralik/daire/143983-15","25","10.000","02-04-2024","Kiralık Daire","3 +
                        1","120 m²","15
                      Yaşında","Ara Kat","Akhisar Efendi Mahallesinde 3+1 110 Metrekare  Ara Kat Kiralık Daire","Akhisar, Efendi Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/6/4/3/4/2/4/c4cbdcea-5950-4f42-baa2-34724f254f82.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/58372-4821","36","15.000","18-03-2024","Kiralık Daire","1 +
                        1","45 m²","Sıfır Bina","1. Kat","Manisa Meydan Sitesi 1+1 Havuz Peyzaj Cepheli Kiralık Daire","Yunusemre, Uncubozköy Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/6/3/7/3/2/4/25fa314f-2c99-4b10-9227-14c4f9223578.jpg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg"
"https://www.hepsiemlak.com/manisa-saruhanli-ataturk-kiralik/daire/132215-133","18","11.500","12-04-2024","Kiralık Daire","3 +
                        1","140 m²","10
                      Yaşında","2. Kat","Saruhanlı Atatürk Mah 3+1 Kiralık Arakat Doğalgazlı Daire","Saruhanlı, Atatürk Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/1/2/9/8/1/4/1702208254190-41892132.jpg","https://www.hepsiemlak.com/emlak-ofisi/star-gayrimenkul-132215","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/2/2/3/1/3a92e4e4-a796-49a5-a61b-396a185b8e3e.jpg"
"https://www.hepsiemlak.com/manisa-salihli-kurtulus-kiralik/daire/37897-2291","38","8.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","20
                      Yaşında","2. Kat","Salihli Cin Emlak'tan Kurtuluş Mah Kiralık 2+1 Eşyalı Klımalı Daire","Salihli, Kurtuluş Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/7/8/7/7/1/4/5b099f5b-3da5-438a-9d1f-5e185229e782.jpg","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-topcuasim-kiralik/daire/0-42479765","14","3.500","10-04-2024","Kiralık Daire","3 +
                        1","130 m²","20
                      Yaşında","Ara Kat","Kiralık Ev Daire Ev Arkadasi","Yunusemre, Topçuasım Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/7/9/7/4/2/4/1712745522873-42479765.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/135519-230","13","14.500","25-03-2024","Kiralık Daire","4 +
                        1","200 m²","5
                      Yaşında","5. Kat","Seda Emlaktan Akhisarın Hürriyet Mahallesinde Kiralık 4+1 Oda Kiler Li Daire","Akhisar, Hürriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/7/8/0/4/2/4/2a08c04a-4351-40d2-9fec-f72ebfcd39b1.jpg","",""
"https://www.hepsiemlak.com/manisa-sehzadeler-arda-kiralik/daire/0-42467513","12","15.000","06-04-2024","Kiralık Daire","3 +
                        1","110 m²","28
                      Yaşında","Ara Kat","Çarşıya,Pazaraçokyakinkiralıkdaire","Şehzadeler, Arda Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/5/7/6/4/2/4/8lTJvh5xIaSa8PecfvpV_.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-ulu-camii-kiralik/daire/143983-14","41","11.000","04-04-2024","Kiralık Daire","2 +
                        1","135 m²","9
                      Yaşında","1. Kat","Akhisar Ulu Camii Mahallesinde Güplüce Camii Yakını 2+1 125 M2 Kiralık Daire","Akhisar, Ulu Camii Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/1/7/2/4/2/4/f2442396-bbac-4350-bb73-443a41be4e58.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-guzelyurt-kiralik/daire/129877-210","19","33.000","22-03-2024","Kiralık Daire","3 +
                        1","200 m²","10
                      Yaşında","10. Kat","Uzun Emlak'tan Güzelyurt'ta Lüks Sitede 185 M2 3+1 Daire","Yunusemre, Güzelyurt Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/8/1/8/3/2/4/054b7c8a-2eba-483a-9c04-4dbd7fbaa0c7.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/58372-4796","53","21.500","17-03-2024","Kiralık Daire","2 +
                        1","71 m²","Sıfır Bina","13. Kat","Manisa Meydan Sitesi 2+1 Açık Mutfak Havuz Cephe Kiralık Daire","Yunusemre, Uncubozköy Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/9/9/6/3/2/4/d7806132-6272-425e-9e53-4694f57ef417.jpeg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg"
"https://www.hepsiemlak.com/manisa-salihli-eski-cami-kiralik/daire/0-42423955","11","16.000","28-03-2024","Kiralık Daire","2 +
                        1","112 m²","1
                      Yaşında","2. Kat","Manisa Salihli Kiralık Eşyalı 2+1 Daire","Salihli, Eski Cami Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/9/3/2/4/2/4/1711580899940-42423955.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/0-42405873","11","12.000","24-03-2024","Kiralık Daire","3 +
                        1","140 m²","17
                      Yaşında","2. Kat","Katta Tek Cadde Üzeri Kiralık Köşe Daire","Akhisar, Hürriyet Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/8/5/0/4/2/4/1711281951-337356-42405873.jpeg","",""
"https://www.hepsiemlak.com/manisa-akhisar-ragip-bey-kiralik/daire/112159-506","24","22.000","24-03-2024","Kiralık Daire","3 +
                        1","200 m²","10
                      Yaşında","Giriş Katı","Manisa-Akhisar-Full Eşyalı-Ragıbbey Mahlesi","Akhisar, Ragıp Bey Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/0/6/0/4/2/4/1711291060-993376-42406046.jpeg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-altay-kiralik/daire/77770-154","7","9.500","15-04-2024","Kiralık Daire","3 +
                        1","120 m²","15
                      Yaşında","4. Kat","Turgutlu Kiralık Altay Mah.","Turgutlu, Altay Mahallesi","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/27991-1100","23","25.000","15-04-2024","Kiralık Daire","2 +
                        1","67 m²","Sıfır Bina","5. Kat","İzefesden Manisa Site İçerisinde Kiralık 2+1 Daire","Yunusemre, Uncubozköy Mahallesi","","",""
"https://www.hepsiemlak.com/manisa-sehzadeler-dincer-kiralik/daire/31198-1617","21","12.000","09-04-2024","Kiralık Daire","2 +
                        1","80 m²","20
                      Yaşında","Ara Kat","Manisa Şehzadeler Dinçer Mah.2.Balkon 2+1 80.M2 Kombili Daire 12.000 Tl","Şehzadeler, Dinçer Mahallesi","","",""
"https://www.hepsiemlak.com/manisa-yunusemre-mesir-kiralik/daire/87609-4288","19","10.000","20-03-2024","Kiralık Daire","2 +
                        1","85 m²","30
                      Yaşında","Yüksek Giriş","A.Emlak & Park Gayrimenkul Dan  Laleli Mah  Kiralık 2+1 Daire","Yunusemre, Mesir Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/3/9/2/2/2/4/f997cbd9-60a7-4691-bf6c-5cf97b3fcb57.jpg","",""
"https://www.hepsiemlak.com/manisa-sehzadeler-2-anafartalar-kiralik/daire/6083-3665","18","9.000","01-04-2024","Kiralık Daire","1 +
                        1","80 m²","38
                      Yaşında","Zemin","Koçak'tan Kiralık 1+1 Zemin Daire","Şehzadeler, 2. Anafartalar Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/3/4/4/4/2/4/337d6fb4-af8b-4d70-a2a5-59c8d7a131c6.jpg","",""
"https://www.hepsiemlak.com/manisa-salihli-eski-cami-kiralik/daire/104662-581","17","18.000","06-04-2024","Kiralık Daire","2 +
                        1","100 m²","21
                      Yaşında","3. Kat","Salihli Merkezde Eşyalı Kiralık 2+1","Salihli, Eski Cami Mahallesi","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/7/6/4/4/2/4/1712048146-756966-42446721.jpeg","https://www.hepsiemlak.com/emlak-ofisi/zehra-zurnaci-gayrimenkul-ve-danismanlik-104662","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/6/6/4/0/1/704f52e2-7d0d-4993-b58a-aa2a9fd5eeae.jpg"
