"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-ortaca-karaburun-kiralik/daire/98640-859","5","10.000","02-04-2024","Kiralık Daire","1 +
                        1","60 m²","Sıfır Bina","Ara Kat","Ortaca Karaburun Mahallesinde 1+1 Havuzlu Site İçerisinde Kiralık Daire","Ortaca, Karaburun Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gunaydin-gayrimenkul-98640","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/1/7/8/0/2/4/1705909009-462889-42087121.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/4/6/8/9/0/72931a8a-7421-46f7-8aad-944ccd7e8c58.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-zeytinalani-kiralik/daire/138924-172","25","12.000","18-03-2024","Kiralık Daire","2 +
                        1","120 m²","Sıfır Bina","Giriş Katı","Tuana Emlak'tan Zetinalanında Kiralık 2+1 Giriş Kat Daire","Köyceğiz, Zeytinalanı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/tuana-emlak-gayrimenkul-138924","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/8/5/8/0/2/4/ee1f7326-0eb2-4f49-bc28-d46d43867af8.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/9/8/3/1/cf591ef9-5704-4f4c-8f87-77b983c83d0c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/daire/5343-10517","7","45.000","04-03-2024","Kiralık Daire","2 +
                        1","70 m²","25
                      Yaşında","En Üst Kat","Gümüşlük Koyunbaba Da Site İçi Deniz Manzaralı 4 Aylık Kiralık Üst Kat Daire","Bodrum, Koyunbaba Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-bodrum-5343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/6/4/0/3/2/4/1709576860574-42304690.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/5/0/0/0a4ee8ff-e0bf-4ec8-9931-d41246fbb5f6.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-yangi-kiralik/mustakil-ev/82884-1332","24","15.000","14-03-2024","Kiralık Müstakil Ev","3 +
                        1","185 m²","10
                      Yaşında","","Köyceğiz Yangi Mah Kiralık 3+1 Yari Müstakil  Ev","Köyceğiz, Yangı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/elit-emlak-82884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/5/5/5/3/2/4/1710412138440-42355524.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/2/8/0/b0b1033e-def7-4834-b768-b78c05536ebb.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-karaculha-kiralik/daire/140573-661","16","13.500","08-03-2024","Kiralık Daire","3 +
                        1","135 m²","16
                      Yaşında","3. Kat","Fethiye Karaçulha Çalıca Mahallesinde Eşyalı 3+1 Ara Kat Daire","Fethiye, Karaçulha Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/baran-emlak-fethiye-140573","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/2/8/4/1/2/4/c93e2306-2cf8-4f20-a136-bd7258300cbb.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/5/0/4/1/cf04bd32-016c-48d1-bdb8-131632c67776.jpg"
"https://www.hepsiemlak.com/mugla-mentese-muslihittin-kiralik/mustakil-ev/139805-33","8","10.500","30-03-2024","Kiralık Müstakil Ev","1 +
                        1","60 m²","31
                      Yaşında","Bahçe Katı","Muğla Merkez'de Kiralık 1+1 Daire","Menteşe, Muslihittin Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/avcilar-emlak-139805","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/3/4/0/2/2/4/a8fad686-6df4-44c6-b2e4-330b4c154106.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/0/8/9/3/1/9a849606-ed50-4237-80a3-339bea3bb195.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/yazlik/103425-233","25","400.000","20-02-2024","Kiralık Yazlık","2 +
                        1","160 m²","10
                      Yaşında","Bahçe Katı","Bodrum Yalıkavak'da 2024 Sezonu Denize Sıfır Kiralık 2+1 Dubleks","Bodrum, Yalıkavak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/1/1/9/6/8/7/2/3/799b1f57-881b-4854-a7aa-9db23d7c782e.jpg",""
"https://www.hepsiemlak.com/mugla-fethiye-inlice-kiralik/villa/135756-35","14","50.000","11-04-2024","Kiralık Villa","2 +
                        1","90 m²","Sıfır Bina","","Fethiye İnlice'de Full Eşyalı Havuzlu Hazirana Kadar Kiralık 2+1 Taş Villa","Fethiye, İnlice Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/koordinat-emlak-135756","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/4/0/4/0/2/4/bb0cd04f-72e9-40b2-82a9-ae5e33cd4eeb.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/7/5/3/1/da28e2e5-074f-484f-baf3-e258fb29f723.jpg"
"https://www.hepsiemlak.com/mugla-kavaklidere-cumhuriyet-kiralik/mustakil-ev/141235-11","5","5.000","26-02-2024","Kiralık Müstakil Ev","2 +
                        1","100 m²","20
                      Yaşında","","2+1 Kiralık","Kavaklıdere, Cumhuriyet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/2/6/5/1/2/4/ba4478ff-55c1-41fb-80e8-4f8d64daa635.jpg",""
"https://www.hepsiemlak.com/mugla-fethiye-yeni-kiralik/daire/131743-216","8","15.000","08-02-2024","Kiralık Daire","2 +
                        1","55 m²","Sıfır Bina","1. Kat","Fethiye Foça Mahallesinde Yeni Binada 2+1 Kiralık Daire","Fethiye, Yeni Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/site-emlak-131743","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/2/5/7/1/2/4/e770316c-46cd-4965-9498-a7bace2d6dd5.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/7/1/3/1/eaaa7017-97a6-4421-a618-1d1f0b6eadb1.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-ulucami-kiralik/daire/139959-42","8","12.000","01-03-2024","Kiralık Daire","2 +
                        1","130 m²","1
                      Yaşında","Zemin","Ulu Cami Mahallesinde Göle Yakın Mesafede Kiralık Daire","Köyceğiz, Ulucami Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/barut-gayrimenkul-139959","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/9/0/4/7/1/4/ad704429-8988-4e4e-9997-c176736051db.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/9/9/3/1/96e8de21-f244-46a2-af08-d536aa196de9.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-golkoy-kiralik/mustakil-ev/120934-161","1","165.000","06-04-2024","Kiralık Müstakil Ev","2 +
                        1","500 m²","40
                      Yaşında","","Gölköy Orjinal Mustakil Tas Ev","Bodrum, Gölköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrum-homes-120934","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/1/9/6/4/2/4/1712417473356-42469150.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/9/0/2/1/e4a6da33-2f15-4d05-80a3-49aec9ce975a.jpg"
"https://www.hepsiemlak.com/mugla-milas-gulluk-kiralik/villa/64182-235","9","50.000","04-03-2024","Kiralık Villa","3 +
                        1","200 m²","30
                      Yaşında","","Milas Güllük Site İçi Villa","Milas, Güllük Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/8/6/8/9/1/4/1704119867-189549-41986857.jpeg",""
"https://www.hepsiemlak.com/mugla-fethiye-babatasi-kiralik/daire/124057-190","9","15.000","14-04-2024","Kiralık Daire","2 +
                        1","90 m²","5
                      Yaşında","3. Kat","Babataşı Mahallesi 2+1 Eşyalı Uzun Dönem Kiralık Daire","Fethiye, Babataşı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/5/8/1/0/1/4/addb797d-809f-43eb-b095-047a97b87931.jpeg",""
"https://www.hepsiemlak.com/mugla-fethiye-ciftlik-kiralik/mustakil-ev/135756-32","14","10.000","15-04-2024","Kiralık Müstakil Ev","1 +
                        1","50 m²","1
                      Yaşında","","Fethiye Çalış'da Eşyalı Mustakilhaziran'a Kadar Kiralık 1+1 Konteyner","Fethiye, Çiftlik Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/koordinat-emlak-135756","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/7/5/3/1/da28e2e5-074f-484f-baf3-e258fb29f723.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-islamhaneleri-kiralik/daire/136360-63","5","8.000","16-02-2024","Kiralık Daire","Stüdyo","25 m²","5
                      Yaşında","Zemin","Kıralık Stüdyo Ev","Bodrum, İslamhaneleri Mahallesi","","",""
"https://www.hepsiemlak.com/mugla-mentese-kotekli-kiralik/daire/138132-25","6","9.000","12-02-2024","Kiralık Daire","2 +
                        1","100 m²","10
                      Yaşında","Bodrum","Kötekli Emlak'tan İşçi Gruplarına Kiralık Eşyalı 8 Kişilik Daire","Menteşe, Kötekli Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kotekli-emlak-138132","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/3/1/8/3/1/2e48cecb-16ec-482c-b24a-56e1e7af9e4d.jpg",""
"https://www.hepsiemlak.com/mugla-koycegiz-yeni-kiralik/daire/139992-19","8","10.000","18-03-2024","Kiralık Daire","1 +
                        1","45 m²","Sıfır Bina","Yüksek Giriş","Köyceğiz Yeni Mahallede Kiralik Daire","Köyceğiz, Yeni Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ses-36-oto-emlak-139992","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/2/9/8/6/1/4/1698237566769-41689244.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/9/9/9/3/1/44664e60-227b-4e5c-945a-e7cd270bd420.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-ulucami-kiralik/daire/117838-242","9","10.000","03-03-2024","Kiralık Daire","1 +
                        1","30 m²","15
                      Yaşında","Ara Kat","Ayhanlardan  Eşyalı  Kiralık   1+1 Çarşı Merkezde   2. Kat","Köyceğiz, Ulucami Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ayhanlar-emlak-gayrimenkul-danismanligi-117838","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/4/8/0/0/8/3/c55375fb-8882-442c-8ec8-134fba5b5f3a.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/3/8/7/1/1/fec1b93a-4eef-4e40-80d2-c07f9a58a9fc.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-akarca-kiralik/villa/140573-152","13","50.000","03-02-2024","Kiralık Villa","3 +
                        1","120 m²","Sıfır Bina","Bahçe Katı","Akarca Mahallesinde Kiralik Mustakil Villa İş Yeri Ruhsatli","Fethiye, Akarca Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/baran-emlak-fethiye-140573","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/1/8/4/6/1/4/a0f7d6c0-2a4f-410c-9061-75b15a479950.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/5/0/4/1/cf04bd32-016c-48d1-bdb8-131632c67776.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-merkez-kiralik/daire/126543-395","10","13.000","17-01-2024","Kiralık Daire","2 +
                        1","95 m²","Sıfır Bina","2. Kat","Airport Emlak - 90 Mt2 Muadillerinden Büyük Panjurlu Daire","Dalaman, Merkez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/airport-emlak-126543","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/7/6/0/2/4/1705504067-487757-42067536.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/5/6/2/1/772c81b4-17f9-4666-8bc5-94ffd9806b1b.jpg"
"https://www.hepsiemlak.com/mugla-milas-cumhuriyet-kiralik/daire/0-36225284","3","15.000","05-04-2024","Kiralık Daire","3 +
                        1","135 m²","13
                      Yaşında","Kot 1","Milas Cumhuriyet Mh Kiralık Daire","Milas, Cumhuriyet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/2/5/2/2/6/3/8e2d0a8f-bc3d-43e2-8043-4af0bddbbf69.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-akyarlar-kiralik/villa/140073-168","24","450.000","01-04-2024","Kiralık Villa","4 +
                        1","240 m²","3
                      Yaşında","Bahçe Katı","Akyarlar'da Özel Plajlı Villa 2024 Haziran Temmuz Eylül","Bodrum, Akyarlar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-elit-bodrumgayrimenkul-140073","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/8/6/6/1/2/4/c8613ea7-d949-4af1-8233-d5a3737cb4df.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/0/0/4/1/b2bd7933-5065-4976-acbe-d59343823637.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-cumhuriyet-kiralik/daire/82884-1314","19","11.000","13-03-2024","Kiralık Daire","1 +
                        1","70 m²","Sıfır Bina","Yüksek Giriş","Ortaca Karaburun Mah Kiralık Sıfır 1+1  Kalöriferli Daireler","Ortaca, Cumhuriyet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/elit-emlak-82884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/9/1/1/3/2/4/1709712500881-42311994.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/2/8/0/b0b1033e-def7-4834-b768-b78c05536ebb.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-konacik-kiralik/villa/136075-215","5","120.000","22-03-2024","Kiralık Villa","3 +
                        1","1.000 m²","10
                      Yaşında","","Bodrum Konacık Da Özel Havuzlu Full Deniz Manzaralı Kiralık 3+1 Villa.","Bodrum, Konacık Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/iron-gayrimenkul-danismanligi-136075","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/0/4/6/0/2/4/64d05f5b-c583-4abb-9f2a-50944a28aa53.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/7/0/6/3/1/74c2fffd-31da-4d49-b55c-239b38ed5acf.jpg"
"https://www.hepsiemlak.com/mugla-mentese-dogan-kiralik/mustakil-ev/0-42210516","2","7.750","17-02-2024","Kiralık Müstakil Ev","1 +
                        1","70 m²","35
                      Yaşında","","Kiralık Müstakil Ev","Menteşe, Doğan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/5/0/1/2/2/4/0x4tzS4vx8cKOWk-JgYN2.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-peksimet-kiralik/daire/0-42205622","2","15.000","05-04-2024","Kiralık Daire","1 +
                        1","80 m²","30
                      Yaşında","Villa Katı","Bodrum Armonia Da Kiralık 8 Dönem","Bodrum, Peksimet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/6/5/0/2/2/4/1707918197-1999931-42205622.jpeg",""
"https://www.hepsiemlak.com/mugla-koycegiz-hamitkoy-kiralik/mustakil-ev/138282-27","7","10.000","22-02-2024","Kiralık Müstakil Ev","1 +
                        1","63 m²","1
                      Yaşında","","Köyceğiz Emlak'tan Müstakil 1+1 Ev 10.000tl","Köyceğiz, Hamitköy Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/6/0/2/7/1/4/af4af0fe-ef76-4a32-bb0d-5e4566f9cfe6.jpg",""
"https://www.hepsiemlak.com/mugla-koycegiz-beyobasi-kiralik/daire/138803-45","9","10.000","21-03-2024","Kiralık Daire","3 +
                        1","120 m²","10
                      Yaşında","Bahçe Katı","Beyobası Müstakil Kiralık Daire..","Köyceğiz, Beyobası Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ulas-yapi-gayrimenkul-danismanligi-138803","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/6/8/7/0/2/4/d65c2c54-5b8c-4640-b68c-0693a5ec2878.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/0/8/8/3/1/3533c303-7caf-4a62-8cea-217cc7a9a567.jpg"
"https://www.hepsiemlak.com/mugla-ula-koprubasi-kiralik/daire/97478-679","6","10.000","25-03-2024","Kiralık Daire","1 +
                        1","45 m²","4
                      Yaşında","Yüksek Giriş","1+1 Kiralık İlçe Merkezinde Doğalgazlı Daire","Ula, Köprübaşı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/9/3/1/1/2/4/b61d4665-9d5b-4f4e-af28-cb157fdab33f.jpeg",""
"https://www.hepsiemlak.com/mugla-bodrum-dirmil-kiralik/yazlik/103425-256","12","550.000","20-02-2024","Kiralık Yazlık","2 +
                        1","140 m²","5
                      Yaşında","1. Kat","Bodrum Yalıkavak 2024 Sezonda Kiralık Denize Sıfır 2+1 Daire","Bodrum, Dirmil Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/9/7/5/5/5/1/3/3/70020816-b326-4f3e-84bf-53ce15b4d7d8.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/daire/5343-10431","23","35.000","23-01-2024","Kiralık Daire","2 +
                        1","90 m²","7
                      Yaşında","3. Kat","Yalıkavak'ta Muhteşem Manzaralı Ful Eşyalı Kiralık Daire","Bodrum, Geriş Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-bodrum-5343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/7/2/9/0/2/4/d80f1c09-a5bb-405c-a082-017ba628137c.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/5/0/0/0a4ee8ff-e0bf-4ec8-9931-d41246fbb5f6.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/daire/65421-100","15","15.000","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","25
                      Yaşında","Bahçe Katı","Gümbet-Bitez Arası 1+1 Yıllık Eşyalı Kiralık Daire.....","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrum-kule-emlak-65421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/3/9/1/5/2/2/1625838477-7023702-22519368.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/2/4/5/6/0/3f934c6d-ed05-4828-92d4-6515f1a8c557.jpg"
"https://www.hepsiemlak.com/mugla-milas-haci-ilyas-kiralik/daire/137470-123","2","10.000","01-02-2024","Kiralık Daire","1 +
                        1","75 m²","2
                      Yaşında","1. Kat","Sevim Emlak'tan Hacıilyas'ta 1+1 Ofis","Milas, Hacı İlyas Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/1/2/3/1/2/4/2ad9ed05-2721-43fc-833e-8c01bb5600f7.jpg",""
"https://www.hepsiemlak.com/mugla-bodrum-konacik-kiralik/daire/140202-129","23","25.000","26-03-2024","Kiralık Daire","2 +
                        1","110 m²","15
                      Yaşında","En Üst Kat","Konacık'ta Kasım Ayı Sonuna Kadar Kiralık 3+1 Eşyalı Daire","Bodrum, Konacık Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/century21-begonvill-gayrimenkul-140202","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/7/9/3/1/2/4/396ae786-06c0-4fdd-be63-d48763125b7c.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/2/0/4/1/8d551aa9-c36f-461b-82f1-9ea4c17571a5.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-muskebi-kiralik/villa/140073-106","55","60.000","01-04-2024","Kiralık Villa","2 +
                        1","100 m²","1
                      Yaşında","","Ortakent'te Mandalina Bahçesinde Kiralık 2+1 Villa","Bodrum, Müskebi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-elit-bodrumgayrimenkul-140073","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/0/6/2/0/2/4/8d715849-ba59-41bd-824d-45817df1058b.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/0/0/4/1/b2bd7933-5065-4976-acbe-d59343823637.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-bahcelievler-kiralik/daire/82884-1278","14","12.000","13-03-2024","Kiralık Daire","2 +
                        1","95 m²","Sıfır Bina","En Üst Kat","Ortaca Bahçelievler De Kiralık 2+1 Havuzlu Sıfır Daire","Ortaca, Bahçelievler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/elit-emlak-82884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/3/5/7/1/2/4/1707400805887-42175304.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/2/8/0/b0b1033e-def7-4834-b768-b78c05536ebb.jpg"
